seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k141_74225	1113	No terminal repeats	1	11	0.9584	NA	1	1.3074	F_traG	NA
k141_168962	7914	No terminal repeats	9	11	0.9583	NA	1	1.3072	NA	NA
k141_333452	6319	No terminal repeats	7	11	0.9580	NA	0	1.4064	NA	NA
k141_402736	12992	No terminal repeats	13	11	0.9580	NA	4	2.2271	T_virB6;virb4;T_virB3	NA
k141_201510	3830	No terminal repeats	5	11	0.9579	NA	0	2.0899	NA	NA
k141_247050	13340	No terminal repeats	20	11	0.9577	NA	0	3.2894	NA	NA
k141_80653	3410	No terminal repeats	6	11	0.9575	NA	0	1.7677	NA	NA
k141_17042	1158	No terminal repeats	2	11	0.9574	NA	1	1.3754	MOBB	NA
k141_226346	9135	No terminal repeats	8	11	0.9569	NA	0	1.7183	NA	NA
k141_312713	7564	No terminal repeats	9	11	0.9568	NA	0	1.7473	NA	NA
k141_385651	17531	No terminal repeats	22	11	0.9559	NA	0	1.8581	NA	NA
k141_65745	2706	No terminal repeats	5	11	0.9558	NA	0	0.3775	NA	NA
k141_202629	1228	No terminal repeats	1	11	0.9557	NA	1	1.2651	F_traG	NA
k141_329060	2594	No terminal repeats	1	11	0.9551	NA	1	1.2722	MOBQ	NA
k141_153946	3626	No terminal repeats	3	11	0.9550	NA	0	2.4405	NA	NA
k141_221402	6775	No terminal repeats	6	11	0.9547	NA	0	1.0189	NA	NA
k141_209091	4800	No terminal repeats	6	11	0.9546	NA	0	1.4180	NA	NA
k141_53170	13174	No terminal repeats	11	11	0.9545	NA	0	3.0255	NA	NA
k141_54751	15131	No terminal repeats	11	11	0.9542	NA	0	2.6742	NA	NA
k141_238494	1012	No terminal repeats	2	11	0.9541	NA	1	1.7183	B_traI	NA
k141_136344	2782	No terminal repeats	3	11	0.9540	NA	0	2.2986	NA	NA
k141_366068	1577	No terminal repeats	1	11	0.9538	NA	1	1.3505	t4cp2	NA
k141_404992	3644	No terminal repeats	4	11	0.9537	NA	0	0.3964	NA	NA
k141_335929	1456	No terminal repeats	2	11	0.9537	NA	1	1.9844	NA	NA
k141_199144	3465	No terminal repeats	3	11	0.9534	NA	0	1.4272	NA	NA
k141_90266	3252	No terminal repeats	5	11	0.9534	NA	0	1.6856	NA	NA
k141_63784	4471	No terminal repeats	3	11	0.9532	NA	1	2.5219	F_traG	NA
k141_374506	2962	No terminal repeats	4	11	0.9530	NA	0	0.5836	NA	NA
k141_352071	3741	No terminal repeats	4	11	0.9527	NA	0	1.3813	NA	NA
k141_172920	4351	No terminal repeats	4	11	0.9526	NA	0	0.9302	NA	NA
k141_55283	6161	No terminal repeats	8	11	0.9526	NA	0	0.8693	NA	NA
k141_388239	1142	No terminal repeats	1	11	0.9519	NA	1	1.3505	t4cp2	NA
k141_126948	2560	No terminal repeats	3	11	0.9519	NA	0	1.0222	NA	NA
k141_341371	3140	No terminal repeats	4	11	0.9515	NA	0	0.6763	NA	NA
k141_317327	7584	No terminal repeats	8	11	0.9514	NA	1	0.9230	NA	NA
k141_366750	6162	No terminal repeats	7	11	0.9514	NA	0	1.2570	NA	NA
k141_100165	1034	No terminal repeats	2	11	0.9510	NA	1	0.6562	NA	NA
k141_103530	3645	No terminal repeats	5	11	0.9509	NA	0	1.3937	NA	NA
k141_121579	4138	No terminal repeats	4	11	0.9509	NA	0	1.6320	NA	NA
k141_234682	4459	No terminal repeats	6	11	0.9508	NA	0	1.4076	NA	NF000272
k141_26971	1329	No terminal repeats	3	11	0.9502	NA	1	1.4894	MOBQ	NA
k141_363117	4808	No terminal repeats	6	11	0.9502	NA	0	2.0147	NA	NA
k141_173755	3800	No terminal repeats	5	11	0.9497	NA	0	2.5155	NA	NA
k141_276795	1844	No terminal repeats	2	11	0.9497	NA	1	0.2854	NA	NA
k141_99928	1352	No terminal repeats	4	11	0.9496	NA	1	1.8933	NA	NA
k141_11367	3715	No terminal repeats	6	11	0.9491	NA	3	3.9943	T_virB8;T_virB9;T_virB10	NA
k141_382650	3622	No terminal repeats	6	11	0.9489	NA	0	2.9968	NA	NA
k141_311091	3176	No terminal repeats	4	11	0.9487	NA	1	1.4636	F_traE	NA
k141_364875	3300	No terminal repeats	4	11	0.9477	NA	4	4.4452	G_tfc5;t4cp1;G_tfc7;G_tfc7	NA
k141_211575	3513	No terminal repeats	7	11	0.9476	NA	0	2.3223	NA	NA
k141_199355	5499	No terminal repeats	4	11	0.9471	NA	0	2.3975	NA	NA
k141_388381	5128	No terminal repeats	3	11	0.9469	NA	0	1.6113	NA	NA
k141_100177	1526	No terminal repeats	2	11	0.9465	NA	1	1.2138	NA	NA
k141_371051	3760	No terminal repeats	5	11	0.9458	NA	0	1.6454	NA	NA
k141_262175	2240	No terminal repeats	3	11	0.9453	NA	1	2.8615	F_trbC	NA
k141_303220	1635	No terminal repeats	1	11	0.9452	NA	1	0.2854	NA	NA
k141_268540	2514	No terminal repeats	4	11	0.9448	NA	0	1.0373	NA	NA
k141_13516	3517	No terminal repeats	5	11	0.9447	NA	0	1.4624	NA	NA
k141_214736	1125	No terminal repeats	3	11	0.9445	NA	1	0.5876	MOBV	NA
k141_113823	1876	No terminal repeats	2	11	0.9441	NA	1	1.3400	F_trbC	NA
k141_185446	5678	No terminal repeats	5	11	0.9438	NA	0	3.0053	NA	NA
k141_186403	3871	No terminal repeats	4	11	0.9435	NA	0	1.6314	NA	NA
k141_89496	1471	No terminal repeats	2	11	0.9432	NA	1	1.0786	NA	NA
k141_274884	4610	No terminal repeats	6	11	0.9431	NA	0	1.5111	NA	NA
k141_26770	1236	No terminal repeats	2	11	0.9426	NA	1	1.3505	t4cp2	NA
k141_248979	7345	No terminal repeats	8	11	0.9421	NA	0	0.2298	NA	NA
k141_145190	3922	No terminal repeats	4	11	0.9417	NA	0	2.5688	NA	NA
k141_57888	3962	No terminal repeats	8	11	0.9412	NA	0	1.0223	NA	NA
k141_227933	44224	No terminal repeats	53	11	0.9411	NA	0	5.1707	NA	NA
k141_145017	5715	No terminal repeats	7	11	0.9408	NA	0	1.6346	NA	NA
k141_230044	3027	No terminal repeats	4	11	0.9405	NA	0	2.0515	NA	NA
k141_80230	4779	No terminal repeats	5	11	0.9400	NA	1	1.3500	NA	NA
k141_67274	10458	No terminal repeats	15	11	0.9398	NA	1	0.9372	NA	NA
k141_51961	3016	No terminal repeats	4	11	0.9396	NA	0	1.1639	NA	NA
k141_271889	2504	No terminal repeats	3	11	0.9393	NA	0	1.3984	NA	NA
k141_224038	1945	No terminal repeats	2	11	0.9392	NA	1	1.4688	NA	NA
k141_16927	24705	No terminal repeats	21	11	0.9391	NA	0	3.8981	NA	NF033117
k141_197735	2532	No terminal repeats	6	11	0.9389	NA	0	1.1246	NA	NA
k141_45200	1019	No terminal repeats	2	11	0.9383	NA	1	1.4636	F_traE	NA
k141_87826	2164	No terminal repeats	3	11	0.9380	NA	2	2.3538	T_virB5;T_virB6	NA
k141_231330	3827	No terminal repeats	5	11	0.9375	NA	0	0.9955	NA	NA
k141_401321	6544	No terminal repeats	6	11	0.9375	NA	0	0.8202	NA	NA
k141_305323	1540	No terminal repeats	3	11	0.9372	NA	3	3.2555	G_tfc11;G_tfc12;G_tfc13	NA
k141_264825	1417	No terminal repeats	2	11	0.9365	NA	1	1.3112	MOBP1	NA
k141_318866	2146	No terminal repeats	4	11	0.9357	NA	1	1.3969	NA	NA
k141_141361	3100	No terminal repeats	6	11	0.9356	NA	1	1.3266	NA	NA
k141_351578	1559	No terminal repeats	2	11	0.9355	NA	1	1.1742	NA	NA
k141_393445	1252	No terminal repeats	2	11	0.9355	NA	1	0.2854	NA	NA
k141_371949	5669	No terminal repeats	6	11	0.9351	NA	1	1.2784	NA	NA
k141_112175	3777	DTR	4	11	0.9342	NA	1	0.9372	NA	NA
k141_231878	1309	No terminal repeats	4	11	0.9337	NA	1	1.3266	NA	NA
k141_126888	8492	No terminal repeats	13	11	0.9334	NA	0	2.1245	NA	NF012174
k141_60922	8089	No terminal repeats	11	11	0.9329	NA	0	0.7765	NA	NA
k141_234580	3257	No terminal repeats	4	11	0.9312	NA	1	1.6385	NA	NA
k141_234579	4265	No terminal repeats	4	11	0.9311	NA	0	1.1223	NA	NA
k141_246558	1224	No terminal repeats	1	11	0.9290	NA	1	1.1426	NA	NA
k141_111676	10449	No terminal repeats	15	11	0.9282	NA	0	1.3728	NA	NA
k141_175276	2710	No terminal repeats	3	11	0.9280	NA	0	1.6689	NA	NA
k141_152227	1360	No terminal repeats	3	11	0.9266	NA	1	1.6817	T_virB5	NA
k141_227502	2110	No terminal repeats	4	11	0.9263	NA	1	1.3969	NA	NA
k141_16023	1783	No terminal repeats	2	11	0.9261	NA	2	2.3538	T_virB5;T_virB6	NA
k141_237213	2577	No terminal repeats	3	11	0.9257	NA	0	1.3822	NA	NA
k141_317163	3274	No terminal repeats	3	11	0.9250	NA	0	1.7152	NA	NA
k141_264218	23249	No terminal repeats	23	11	0.9249	NA	0	5.6095	NA	NF012178
k141_220661	27062	No terminal repeats	29	11	0.9248	NA	0	0.5328	NA	NA
k141_226280	1087	No terminal repeats	1	11	0.9246	NA	1	1.4688	NA	NA
k141_370838	3305	No terminal repeats	5	11	0.9241	NA	0	0.6150	NA	NA
k141_150566	1123	No terminal repeats	2	11	0.9237	NA	1	1.5654	NA	NA
k141_135610	1873	No terminal repeats	3	11	0.9236	NA	1	1.3966	T_virB6	NA
k141_364451	25920	No terminal repeats	25	11	0.9234	NA	0	3.7222	NA	NA
k141_384895	2350	No terminal repeats	3	11	0.9229	NA	1	2.0818	T_virB9	NA
k141_150397	1181	No terminal repeats	3	11	0.9213	NA	1	1.4636	F_traE	NA
k141_281234	1962	No terminal repeats	2	11	0.9213	NA	1	1.4636	F_traE	NA
k141_129515	4982	No terminal repeats	7	11	0.9198	NA	0	0.9383	NA	NA
k141_335990	1118	No terminal repeats	2	11	0.9193	NA	1	0.2854	NA	NA
k141_400892	1432	No terminal repeats	3	11	0.9187	NA	1	0.9372	NA	NA
k141_240468	1576	No terminal repeats	2	11	0.9183	NA	2	1.9957	T_virB8;T_virB9	NA
k141_328265	1293	No terminal repeats	2	11	0.9173	NA	1	0.8585	MOBV	NA
k141_351476	5106	No terminal repeats	8	11	0.9163	NA	0	1.7096	NA	NA
k141_181758	2174	No terminal repeats	5	11	0.9148	NA	1	1.9489	NA	NA
k141_237956	3137	No terminal repeats	4	11	0.9147	NA	0	0.9943	NA	NA
k141_357935	2724	No terminal repeats	4	11	0.9146	NA	0	0.4707	NA	NA
k141_341242	4396	No terminal repeats	7	11	0.9141	NA	0	2.9879	NA	NA
k141_77817	2848	No terminal repeats	5	11	0.9140	NA	0	1.1799	NA	NA
k141_244068	1673	No terminal repeats	2	11	0.9138	NA	1	1.2653	NA	NA
k141_160143	5634	No terminal repeats	9	11	0.9136	NA	1	0.6339	NA	NA
k141_315547	3120	No terminal repeats	3	11	0.9135	NA	2	1.9732	T_virB9	NA
k141_282804	1040	No terminal repeats	2	11	0.9132	NA	1	1.1421	NA	NA
k141_313395	4025	No terminal repeats	10	11	0.9130	NA	0	5.6308	NA	NA
k141_89308	2753	No terminal repeats	3	11	0.9127	NA	0	1.7183	NA	NA
k141_383287	1395	No terminal repeats	2	11	0.9125	NA	1	1.2017	F_traH	NA
k141_332198	10179	No terminal repeats	10	11	0.9125	NA	0	1.4248	NA	NA
k141_114896	4487	No terminal repeats	6	11	0.9123	NA	0	2.5546	NA	NA
k141_123113	1289	No terminal repeats	3	11	0.9123	NA	2	1.9813	T_virB8;T_virB9	NA
k141_281979	2291	No terminal repeats	1	11	0.9115	NA	1	1.3264	F_traG	NA
k141_226995	4004	No terminal repeats	4	11	0.9113	NA	0	1.3959	NA	NA
k141_264419	3049	No terminal repeats	3	11	0.9103	NA	0	1.0064	NA	NA
k141_110539	1104	No terminal repeats	2	11	0.9099	NA	1	1.1134	virb4	NA
k141_94921	1016	No terminal repeats	4	11	0.9098	NA	1	1.1477	T_virB2	NA
k141_383700	9734	No terminal repeats	13	11	0.9097	NA	1	1.1374	NA	NA
k141_14613	1938	No terminal repeats	3	11	0.9082	NA	1	0.3826	NA	NA
k141_171095	1062	No terminal repeats	2	11	0.9065	NA	1	1.4944	T_virB5	NA
k141_110208	3819	No terminal repeats	6	11	0.9060	NA	0	1.2881	NA	NA
k141_306964	13920	No terminal repeats	12	11	0.9059	NA	0	2.9304	NA	NA
k141_306856	5650	No terminal repeats	8	11	0.9045	NA	0	2.5161	NA	NF000272
k141_45260	11608	No terminal repeats	11	11	0.9045	NA	0	0.9518	NA	NA
k141_235655	2715	No terminal repeats	4	11	0.9040	NA	0	0.3596	NA	NA
k141_42788	1752	No terminal repeats	2	11	0.9039	NA	2	2.2092	T_virB9;T_virB6	NA
k141_94254	10192	No terminal repeats	12	11	0.9033	NA	0	1.5699	NA	NA
k141_115311	1442	No terminal repeats	2	11	0.9027	NA	1	1.7894	NA	NA
k141_339664	1016	No terminal repeats	3	11	0.9026	NA	1	1.5521	F_traV	NA
k141_177247	1068	No terminal repeats	2	11	0.9012	NA	1	1.0106	NA	NA
k141_1082	1409	No terminal repeats	3	11	0.9011	NA	1	1.2067	T_virB5	NA
k141_97849	1477	No terminal repeats	2	11	0.9010	NA	1	1.3264	F_traG	NA
k141_64510	1043	No terminal repeats	2	11	0.9005	NA	1	1.7022	NA	NA
k141_323960	3435	No terminal repeats	7	11	0.9005	NA	0	2.6849	NA	NA
k141_69717	3575	No terminal repeats	5	11	0.8987	NA	0	2.4210	NA	NA
k141_122680	4656	No terminal repeats	7	11	0.8950	NA	0	0.5792	NA	NA
k141_287680	3406	No terminal repeats	5	11	0.8947	NA	0	0.7146	NA	NA
k141_201599	5170	No terminal repeats	4	11	0.8944	NA	0	0.2528	NA	NA
k141_8966	3682	No terminal repeats	2	11	0.8942	NA	0	1.7129	NA	NA
k141_70849	4432	No terminal repeats	5	11	0.8936	NA	0	0.2159	NA	NA
k141_400060	9597	No terminal repeats	8	11	0.8923	NA	0	0.3699	NA	NA
k141_234901	2990	No terminal repeats	3	11	0.8905	NA	1	1.8168	F_traE	NA
k141_222684	1937	No terminal repeats	2	11	0.8903	NA	1	1.1426	NA	NA
k141_118647	1631	No terminal repeats	4	11	0.8902	NA	1	1.2962	T_virB3	NA
k141_124656	1051	No terminal repeats	3	11	0.8900	NA	1	1.7183	NA	NA
k141_74432	3055	No terminal repeats	3	11	0.8895	NA	0	1.7277	NA	NA
k141_396793	3014	No terminal repeats	6	11	0.8889	NA	0	0.6281	NA	NA
k141_62488	2786	No terminal repeats	5	11	0.8887	NA	0	0.5724	NA	NA
k141_210952	2652	No terminal repeats	6	11	0.8880	NA	0	1.2855	NA	NA
k141_388415	4946	No terminal repeats	7	11	0.8875	NA	0	2.2956	NA	NA
k141_64364	2782	No terminal repeats	6	11	0.8875	NA	0	2.3516	NA	NA
k141_46337	1012	No terminal repeats	2	11	0.8874	NA	1	1.2017	F_traH	NA
k141_68787	2985	No terminal repeats	4	11	0.8869	NA	0	0.9562	NA	NA
k141_314174	2772	No terminal repeats	3	11	0.8869	NA	0	1.3813	NA	NA
k141_17597	1087	No terminal repeats	2	11	0.8869	NA	2	2.1659	T_virB6;T_virB8	NA
k141_346973	2933	No terminal repeats	3	11	0.8865	NA	0	0.9876	NA	NA
k141_262634	3074	No terminal repeats	4	11	0.8856	NA	0	2.8502	NA	NA
k141_34528	2721	No terminal repeats	4	11	0.8845	NA	0	1.0952	NA	NA
k141_177071	5938	No terminal repeats	10	11	0.8835	NA	0	0.2920	NA	NA
k141_74784	1848	No terminal repeats	1	11	0.8831	NA	1	0.9724	virb4	NA
k141_222211	3315	No terminal repeats	5	11	0.8830	NA	0	1.2442	NA	NF012174
k141_225713	3462	No terminal repeats	4	11	0.8828	NA	1	1.5023	NA	NA
k141_12357	3137	No terminal repeats	4	11	0.8822	NA	0	1.2210	NA	NA
k141_82612	2931	No terminal repeats	5	11	0.8816	NA	1	2.6640	NA	NA
k141_362696	1111	No terminal repeats	1	11	0.8809	NA	1	1.0311	NA	NA
k141_140355	3128	No terminal repeats	3	11	0.8801	NA	0	0.9383	NA	NA
k141_148152	3635	No terminal repeats	4	11	0.8797	NA	0	0.7612	NA	NA
k141_180255	1473	No terminal repeats	2	11	0.8791	NA	1	1.2206	NA	NA
k141_381313	4917	No terminal repeats	8	11	0.8778	NA	0	2.0405	NA	NA
k141_226514	2808	No terminal repeats	3	11	0.8771	NA	2	2.2372	G_tfc7;t4cp1	NA
k141_354860	1681	No terminal repeats	1	11	0.8766	NA	1	1.1426	NA	NA
k141_383851	2817	No terminal repeats	1	11	0.8761	NA	0	1.2870	NA	NA
k141_385102	2775	No terminal repeats	3	11	0.8761	NA	0	0.9595	NA	NA
k141_181908	2591	No terminal repeats	5	11	0.8760	NA	0	0.7832	NA	NA
k141_23518	1595	No terminal repeats	3	11	0.8752	NA	1	0.4092	NA	NA
k141_391795	6933	No terminal repeats	8	11	0.8738	NA	0	0.5272	NA	NA
k141_164027	3429	No terminal repeats	4	11	0.8736	NA	0	0.7783	NA	NA
k141_219692	4805	No terminal repeats	5	11	0.8726	NA	0	0.3545	NA	NA
k141_359874	2950	No terminal repeats	3	11	0.8722	NA	0	1.0354	NA	NA
k141_387722	3139	No terminal repeats	2	11	0.8721	NA	0	0.8581	NA	NA
k141_308765	15807	No terminal repeats	10	11	0.8718	NA	0	0.7091	NA	NF033134
k141_119411	7597	No terminal repeats	4	11	0.8717	NA	0	0.7291	NA	NA
k141_247474	3280	No terminal repeats	3	11	0.8711	NA	0	0.9450	NA	NA
k141_268070	1978	No terminal repeats	3	11	0.8708	NA	1	1.2063	F_traU	NA
k141_310932	3047	No terminal repeats	4	11	0.8688	NA	0	0.4774	NA	NA
k141_122686	3223	No terminal repeats	4	11	0.8682	NA	2	1.6817	T_virB11;T_virB10	NA
k141_263114	8440	No terminal repeats	10	11	0.8681	NA	0	2.6970	NA	NA
k141_100564	4598	No terminal repeats	5	11	0.8669	NA	0	0.4120	NA	NA
k141_171820	2918	No terminal repeats	4	11	0.8654	NA	0	0.9028	NA	NA
k141_167422	4075	No terminal repeats	4	11	0.8652	NA	0	0.6678	NA	NA
k141_50410	2094	No terminal repeats	2	11	0.8626	NA	1	1.1317	T_virB3	NA
k141_195833	1256	No terminal repeats	2	11	0.8617	NA	1	0.9746	T_virB10	NA
k141_378135	1034	No terminal repeats	1	11	0.8585	NA	1	1.1134	virb4	NA
k141_203369	1226	No terminal repeats	2	11	0.8572	NA	1	1.2017	F_traH	NA
k141_276145	3582	No terminal repeats	6	11	0.8570	NA	0	0.1743	NA	NA
k141_200261	1195	No terminal repeats	2	11	0.8570	NA	1	1.7138	NA	NA
k141_132012	3500	No terminal repeats	6	11	0.8569	NA	0	1.6558	NA	NA
k141_407028	4851	No terminal repeats	5	11	0.8569	NA	0	0.1469	NA	NA
k141_4119	3941	No terminal repeats	4	11	0.8550	NA	1	0.2748	NA	NA
k141_236756	2026	No terminal repeats	4	11	0.8548	NA	1	1.7894	NA	NA
k141_105761	2811	No terminal repeats	5	11	0.8547	NA	1	0.3826	NA	NA
k141_2258	5442	No terminal repeats	7	11	0.8545	NA	0	0.4691	NA	NA
k141_397377	6846	No terminal repeats	6	11	0.8541	NA	0	0.2114	NA	NA
k141_152817	4064	No terminal repeats	3	11	0.8533	NA	0	1.3814	NA	NA
k141_326102	5307	No terminal repeats	7	11	0.8532	NA	0	1.0881	NA	NA
k141_75921	4972	No terminal repeats	4	11	0.8529	NA	0	0.5934	NA	NA
k141_175545	1591	No terminal repeats	1	11	0.8523	NA	1	1.1426	NA	NA
k141_118805	2503	No terminal repeats	6	11	0.8508	NA	0	0.3637	NA	NA
k141_133101	10215	No terminal repeats	10	11	0.8502	NA	0	0.9570	NA	NA
k141_42274	11851	No terminal repeats	11	11	0.8499	NA	0	0.6260	NA	NF000496
k141_9584	2993	No terminal repeats	4	11	0.8493	NA	0	0.3198	NA	NA
k141_362638	6043	No terminal repeats	7	11	0.8491	NA	0	0.1734	NA	NA
k141_12555	3035	No terminal repeats	6	11	0.8485	NA	0	0.3536	NA	NF000487
k141_65340	3777	No terminal repeats	5	11	0.8483	NA	0	0.2330	NA	NA
k141_202480	1961	No terminal repeats	3	11	0.8481	NA	1	0.9963	NA	NA
k141_132327	1566	No terminal repeats	2	11	0.8477	NA	1	0.9372	NA	NA
k141_183199	3675	No terminal repeats	4	11	0.8467	NA	0	0.2276	NA	NA
k141_388668	6900	No terminal repeats	8	11	0.8453	NA	1	0.1365	NA	NA
k141_368341	1364	No terminal repeats	3	11	0.8451	NA	1	1.5384	B_traF	NA
k141_295072	1250	No terminal repeats	2	11	0.8447	NA	1	0.6294	NA	NA
k141_146386	3244	No terminal repeats	5	11	0.8441	NA	0	1.2486	NA	NA
k141_32875	3115	No terminal repeats	5	11	0.8433	NA	0	0.7059	NA	NA
k141_294794	2544	No terminal repeats	2	11	0.8397	NA	0	1.1336	NA	NA
k141_243222	3063	No terminal repeats	4	11	0.8392	NA	0	0.7108	NA	NF000005
k141_102234	3246	No terminal repeats	5	11	0.8387	NA	0	0.4784	NA	NA
k141_229636	3087	No terminal repeats	2	11	0.8383	NA	0	0.9144	NA	NA
k141_353454	1198	No terminal repeats	4	11	0.8380	NA	1	0.8285	NA	NA
k141_81469	3724	No terminal repeats	8	11	0.8379	NA	0	1.6053	NA	NA
k141_162597	2654	No terminal repeats	3	11	0.8375	NA	0	1.6813	NA	NA
k141_81188	4577	No terminal repeats	7	11	0.8374	NA	0	1.5103	NA	NA
k141_102620	9883	No terminal repeats	12	11	0.8370	NA	0	0.4349	NA	NA
k141_26964	5176	No terminal repeats	8	11	0.8351	NA	0	0.5692	NA	NA
k141_392382	6540	No terminal repeats	8	11	0.8350	NA	0	1.2145	NA	NA
k141_61088	4187	No terminal repeats	4	11	0.8344	NA	0	0.6132	NA	NA
k141_374652	5749	No terminal repeats	6	11	0.8325	NA	0	0.5973	NA	NA
k141_31025	6102	No terminal repeats	9	11	0.8319	NA	0	0.1657	NA	NA
k141_184110	1176	No terminal repeats	1	11	0.8301	NA	1	1.1134	virb4	NA
k141_296151	5855	No terminal repeats	6	11	0.8298	NA	0	1.1637	NA	NA
k141_113780	6849	No terminal repeats	7	11	0.8296	NA	0	1.5776	NA	NA
k141_235238	1150	No terminal repeats	1	11	0.8295	NA	1	1.1426	NA	NA
k141_10458	1092	No terminal repeats	2	11	0.8292	NA	1	1.2067	T_virB5	NA
k141_233769	1018	No terminal repeats	1	11	0.8275	NA	1	1.2708	F_traN	NA
k141_215380	14420	No terminal repeats	13	11	0.8270	NA	0	1.7229	NA	NA
k141_148870	1236	No terminal repeats	2	11	0.8269	NA	1	1.4636	F_traE	NA
k141_150882	2512	No terminal repeats	3	11	0.8263	NA	0	0.4841	NA	NA
k141_239087	15036	No terminal repeats	14	11	0.8251	NA	1	1.9618	NA	NA
k141_346156	6572	No terminal repeats	8	11	0.8247	NA	0	1.0193	NA	NA
k141_41133	1245	No terminal repeats	3	11	0.8233	NA	1	2.2753	NA	NA
k141_51132	2756	No terminal repeats	4	11	0.8229	NA	0	0.1431	NA	NA
k141_80632	4605	No terminal repeats	7	11	0.8228	NA	0	0.6702	NA	NA
k141_85018	3240	No terminal repeats	4	11	0.8220	NA	0	0.1469	NA	NA
k141_107327	5015	No terminal repeats	7	11	0.8211	NA	0	0.2308	NA	NA
k141_222389	11612	No terminal repeats	14	11	0.8208	NA	0	2.6281	NA	NA
k141_227205	2864	No terminal repeats	7	11	0.8205	NA	0	0.1727	NA	NA
k141_249223	1304	No terminal repeats	2	11	0.8204	NA	1	1.6750	NA	NA
k141_170692	4666	No terminal repeats	9	11	0.8196	NA	0	0.3186	NA	NA
k141_85323	18754	No terminal repeats	16	11	0.8183	NA	0	1.5517	NA	NA
k141_247383	3086	No terminal repeats	4	11	0.8181	NA	0	0.1704	NA	NA
k141_8609	6165	No terminal repeats	10	11	0.8167	NA	0	2.1028	NA	NA
k141_156212	2726	No terminal repeats	6	11	0.8166	NA	0	2.0686	NA	NA
k141_374299	5642	No terminal repeats	6	11	0.8162	NA	0	1.0785	NA	NA
k141_307415	2623	No terminal repeats	4	11	0.8159	NA	0	2.4754	NA	NA
k141_250237	7992	No terminal repeats	8	11	0.8133	NA	0	1.3571	NA	NF012174
k141_146603	2725	No terminal repeats	2	11	0.8102	NA	0	0.7983	NA	NA
k141_119743	1033	No terminal repeats	1	11	0.8092	NA	1	0.9724	virb4	NA
k141_131521	4170	No terminal repeats	4	11	0.8087	NA	0	0.8018	NA	NA
k141_287731	11401	No terminal repeats	10	11	0.8087	NA	0	0.1657	NA	NA
k141_67379	1250	No terminal repeats	2	11	0.8074	NA	1	1.9820	T_virB10	NA
k141_31345	4659	No terminal repeats	4	11	0.8060	NA	0	0.7124	NA	NA
k141_188065	1137	No terminal repeats	2	11	0.8049	NA	1	1.3400	F_trbC	NA
k141_303894	3773	No terminal repeats	5	11	0.8032	NA	0	0.5446	NA	NA
k141_331788	1057	No terminal repeats	1	11	0.8024	NA	1	1.3109	NA	NA
k141_300868	3053	No terminal repeats	6	11	0.8024	NA	1	2.7956	MOBP1	NA
k141_231132	2534	No terminal repeats	7	11	0.8016	NA	0	1.4951	NA	NA
k141_398815	3434	No terminal repeats	5	11	0.7999	NA	0	0.2128	NA	NA
k141_380399	1000	No terminal repeats	1	11	0.7997	NA	1	1.2651	F_traG	NA
k141_311637	1742	No terminal repeats	3	11	0.7992	NA	1	0.7120	NA	NA
k141_83105	3439	No terminal repeats	6	11	0.7987	NA	0	3.8327	NA	NA
k141_316504	1838	No terminal repeats	4	11	0.7986	NA	1	0.3826	NA	NA
k141_75204	1267	No terminal repeats	2	11	0.7986	NA	1	1.0039	T_virB9	NA
k141_103636	2607	No terminal repeats	5	11	0.7984	NA	0	0.6944	NA	NA
k141_228891	1157	No terminal repeats	1	11	0.7980	NA	1	0.9724	virb4	NA
k141_264983	1004	No terminal repeats	1	11	0.7977	NA	1	1.3264	F_traG	NA
k141_226976	2537	No terminal repeats	3	11	0.7969	NA	0	0.6943	NA	NA
k141_55694	16279	No terminal repeats	9	11	0.7967	NA	0	0.7541	NA	NA
k141_271043	12933	No terminal repeats	10	11	0.7952	NA	0	2.0156	NA	NA
k141_172430	1365	No terminal repeats	2	11	0.7946	NA	1	2.1646	G_tfc7	NA
k141_102257	2964	No terminal repeats	3	11	0.7945	NA	0	0.3198	NA	NA
k141_228307	3625	No terminal repeats	5	11	0.7933	NA	0	0.3932	NA	NA
k141_63861	3642	No terminal repeats	5	11	0.7924	NA	0	1.8766	NA	NA
k141_234916	1031	No terminal repeats	2	11	0.7918	NA	1	1.2225	NA	NA
k141_375688	3355	No terminal repeats	6	11	0.7915	NA	0	0.5511	NA	NA
k141_173591	3493	No terminal repeats	3	11	0.7904	NA	0	0.7419	NA	NA
k141_393120	3652	No terminal repeats	5	11	0.7892	NA	0	0.5431	NA	NA
k141_388645	5842	No terminal repeats	9	11	0.7891	NA	0	2.7880	NA	NA
k141_143948	4942	No terminal repeats	8	11	0.7876	NA	0	1.6268	NA	NA
k141_172807	6514	No terminal repeats	8	11	0.7872	NA	0	0.1499	NA	NA
k141_248091	1091	No terminal repeats	2	11	0.7868	NA	1	1.2590	F_traW	NA
k141_100041	2864	No terminal repeats	4	11	0.7860	NA	0	0.6184	NA	NF000496
k141_262029	2008	No terminal repeats	6	11	0.7857	NA	1	1.7589	NA	NA
k141_262632	3562	No terminal repeats	6	11	0.7852	NA	0	1.3121	NA	NA
k141_109803	6082	No terminal repeats	8	11	0.7842	NA	0	1.3547	NA	NA
