seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k141_655151	4658	No terminal repeats	7	11	0.9884	NA	2	1.8586	NA	NA
k141_1955119	2708	No terminal repeats	4	11	0.9884	NA	0	1.2788	NA	NA
k141_1730779	1054	No terminal repeats	1	11	0.9884	NA	1	0.8585	MOBV	NA
k141_1191349	3697	No terminal repeats	3	11	0.9884	NA	0	1.7183	NA	NA
k141_129372	8994	No terminal repeats	6	11	0.9884	NA	0	3.4366	NA	NA
k141_1454146	7412	No terminal repeats	7	11	0.9884	NA	0	3.8875	NA	NF012174
k141_1333530	1734	No terminal repeats	3	11	0.9884	NA	1	1.7183	NA	NA
k141_608498	2511	No terminal repeats	4	11	0.9884	NA	0	1.3777	NA	NA
k141_354176	3121	No terminal repeats	4	11	0.9884	NA	0	2.1109	NA	NA
k141_1791762	4937	No terminal repeats	8	11	0.9884	NA	2	5.1655	NA	NA
k141_1246440	4128	DTR	8	11	0.9884	NA	1	3.0726	NA	NA
k141_576503	4379	No terminal repeats	3	11	0.9884	NA	0	0.9155	NA	NA
k141_1285377	3965	No terminal repeats	6	11	0.9883	NA	0	5.1548	NA	NA
k141_1612069	2503	No terminal repeats	5	11	0.9883	NA	0	1.0827	NA	NA
k141_261068	1056	No terminal repeats	2	11	0.9883	NA	1	1.5453	NA	NA
k141_1605025	6488	No terminal repeats	5	11	0.9883	NA	0	4.4077	NA	NA
k141_1757156	6648	No terminal repeats	10	11	0.9883	NA	0	3.4070	NA	NA
k141_192362	2434	No terminal repeats	4	11	0.9883	NA	1	1.9759	NA	NA
k141_2154351	2035	DTR	2	11	0.9883	NA	1	0.9372	NA	NA
k141_1428241	3962	No terminal repeats	4	11	0.9882	NA	3	3.9765	T_virB8;T_virB9;T_virB10	NA
k141_54096	1206	No terminal repeats	2	11	0.9882	NA	1	1.7540	NA	NA
k141_2142935	3696	No terminal repeats	6	11	0.9882	NA	1	1.2023	NA	NA
k141_1958333	3888	No terminal repeats	6	11	0.9882	NA	5	7.1751	G_tfc14;G_tfc13;G_tfc12;G_tfc11;G_tfc10;G_tfc9	NA
k141_1320614	3918	No terminal repeats	6	11	0.9882	NA	0	2.6645	NA	NA
k141_1787360	5136	No terminal repeats	4	11	0.9882	NA	0	1.7072	NA	NA
k141_1708017	4444	No terminal repeats	4	11	0.9882	NA	0	0.8499	NA	NA
k141_299644	2918	No terminal repeats	4	11	0.9881	NA	0	1.0827	NA	NA
k141_1428911	9177	No terminal repeats	9	11	0.9881	NA	7	9.2279	F_traG;F_traH;F_traF;F_traN;F_traU	NA
k141_42079	13625	No terminal repeats	13	11	0.9881	NA	0	6.2163	NA	NA
k141_764105	2525	No terminal repeats	2	11	0.9881	NA	0	1.7183	NA	NA
k141_1159591	3993	No terminal repeats	2	11	0.9881	NA	0	3.3441	NA	NA
k141_1069502	1454	No terminal repeats	4	11	0.9881	NA	1	1.9146	NA	NA
k141_975299	2218	No terminal repeats	3	11	0.9880	NA	1	1.7114	NA	NA
k141_177194	5311	No terminal repeats	7	11	0.9880	NA	0	0.6355	NA	NA
k141_318652	4551	No terminal repeats	5	11	0.9880	NA	0	1.7183	NA	NA
k141_1436988	10200	No terminal repeats	11	11	0.9880	NA	2	4.3950	MOBP1	NA
k141_1034036	2664	No terminal repeats	5	11	0.9880	NA	1	1.0936	NA	NA
k141_193056	1547	No terminal repeats	4	11	0.9880	NA	1	3.4366	NA	NA
k141_510221	5227	No terminal repeats	5	11	0.9880	NA	0	3.3969	NA	NA
k141_96248	2619	No terminal repeats	4	11	0.9879	NA	0	1.7183	NA	NA
k141_48322	4297	No terminal repeats	4	11	0.9879	NA	0	2.5034	I_traE	NA
k141_1307942	8065	No terminal repeats	8	11	0.9879	NA	2	2.8267	virb4	NA
k141_948748	2469	No terminal repeats	3	11	0.9879	NA	1	1.7183	NA	NA
k141_1794111	2816	No terminal repeats	4	11	0.9879	NA	0	1.4801	NA	NA
k141_748932	6129	No terminal repeats	10	11	0.9879	NA	0	1.7183	NA	NA
k141_1585675	2381	No terminal repeats	2	11	0.9879	NA	1	0.9020	NA	NA
k141_2186520	12410	DTR	22	11	0.9879	NA	2	2.7588	NA	NF000027
k141_159903	3093	No terminal repeats	4	11	0.9879	NA	1	1.7134	NA	NA
k141_2078663	2533	No terminal repeats	3	11	0.9879	NA	0	2.1222	NA	NA
k141_1422303	2099	No terminal repeats	3	11	0.9879	NA	3	3.6772	virb4;F_traV	NA
k141_1248541	3740	No terminal repeats	4	11	0.9879	NA	1	0.9027	NA	NA
k141_774519	1758	No terminal repeats	4	11	0.9879	NA	1	3.4366	NA	NA
k141_396891	5422	No terminal repeats	8	11	0.9878	NA	0	1.7183	NA	NA
k141_547722	2838	DTR	5	11	0.9878	NA	1	1.7114	NA	NA
k141_1930260	1635	No terminal repeats	3	11	0.9878	NA	3	3.0226	T_virB1;G_tfc5;t4cp1	NA
k141_1642450	1462	No terminal repeats	1	11	0.9878	NA	1	1.4894	MOBQ	NA
k141_2147274	2767	No terminal repeats	3	11	0.9878	NA	2	3.4366	MOBP1	NA
k141_73864	8865	No terminal repeats	14	11	0.9878	NA	0	3.7595	NA	NA
k141_1481373	1984	No terminal repeats	3	11	0.9878	NA	1	0.6235	NA	NA
k141_535110	3183	No terminal repeats	7	11	0.9878	NA	0	0.9155	NA	NA
k141_1970216	1542	No terminal repeats	1	11	0.9878	NA	1	0.8585	MOBV	NA
k141_508396	2320	No terminal repeats	4	11	0.9878	NA	1	0.9020	NA	NA
k141_1488389	4606	No terminal repeats	6	11	0.9878	NA	1	0.9020	NA	NA
k141_1295343	1870	No terminal repeats	3	11	0.9877	NA	1	1.5453	NA	NA
k141_1508999	2851	No terminal repeats	4	11	0.9877	NA	2	3.2077	MOBQ	NA
k141_234577	4813	No terminal repeats	5	11	0.9877	NA	1	2.9428	NA	NA
k141_1436812	2560	No terminal repeats	5	11	0.9877	NA	0	1.7499	NA	NA
k141_1242619	2548	No terminal repeats	3	11	0.9877	NA	0	1.7183	NA	NA
k141_919642	4353	No terminal repeats	5	11	0.9877	NA	0	1.3193	NA	NA
k141_1524467	1129	No terminal repeats	1	11	0.9877	NA	1	1.7134	NA	NA
k141_1079865	2862	No terminal repeats	2	11	0.9877	NA	0	2.0284	NA	NA
k141_1144645	6137	No terminal repeats	8	11	0.9877	NA	0	0.5909	NA	NA
k141_691891	1625	No terminal repeats	2	11	0.9877	NA	1	1.3356	NA	NA
k141_1619551	4891	No terminal repeats	6	11	0.9876	NA	2	3.1408	MOBP1	NA
k141_276597	3269	No terminal repeats	2	11	0.9876	NA	0	1.0827	NA	NA
k141_1237670	3139	No terminal repeats	6	11	0.9876	NA	0	1.7144	NA	NA
k141_434484	3910	No terminal repeats	5	11	0.9876	NA	1	1.6557	NA	NA
k141_563299	3109	No terminal repeats	5	11	0.9876	NA	0	5.4443	NA	NA
k141_1132530	4526	No terminal repeats	5	11	0.9876	NA	0	1.6786	NA	NA
k141_2074748	7111	No terminal repeats	10	11	0.9876	NA	0	4.9627	NA	NA
k141_1333868	1373	No terminal repeats	3	11	0.9876	NA	1	1.7183	NA	NA
k141_48813	2810	No terminal repeats	5	11	0.9876	NA	1	0.9015	NA	NA
k141_148224	5084	No terminal repeats	9	11	0.9875	NA	0	2.1905	NA	NA
k141_386165	3474	No terminal repeats	4	11	0.9875	NA	1	1.7183	NA	NA
k141_1145450	4636	No terminal repeats	4	11	0.9875	NA	0	0.9155	NA	NA
k141_1408066	1428	No terminal repeats	2	4	0.9875	NA	1	1.4894	MOBQ	NA
k141_535537	1524	No terminal repeats	3	11	0.9875	NA	1	0.9293	NA	NA
k141_160051	17021	No terminal repeats	15	11	0.9875	NA	0	7.7421	NA	NA
k141_1104046	4014	No terminal repeats	5	11	0.9875	NA	1	1.7133	NA	NA
k141_2183124	2970	No terminal repeats	4	11	0.9875	NA	0	1.0827	NA	NA
k141_1528996	3917	No terminal repeats	5	11	0.9874	NA	1	1.4894	MOBQ	NA
k141_483625	1059	No terminal repeats	1	11	0.9874	NA	1	1.6920	MOBQ	NA
k141_724092	4718	No terminal repeats	5	11	0.9874	NA	0	1.7183	NA	NA
k141_1178440	4205	DTR	7	11	0.9874	NA	1	4.9819	NA	NA
k141_579168	4308	No terminal repeats	9	11	0.9874	NA	1	2.4278	NA	NA
k141_1499304	2819	No terminal repeats	4	11	0.9874	NA	0	1.7183	NA	NA
k141_185698	2951	No terminal repeats	4	11	0.9873	NA	1	1.3764	NA	NA
k141_1615425	3543	No terminal repeats	6	11	0.9873	NA	1	0.6536	NA	NA
k141_1555816	3806	No terminal repeats	7	11	0.9873	NA	0	3.8464	NA	NA
k141_109218	3175	No terminal repeats	4	11	0.9873	NA	0	1.3058	NA	NA
k141_1389033	2282	No terminal repeats	2	11	0.9873	NA	2	1.9911	T_virB8;virb4	NA
k141_2010055	2809	No terminal repeats	4	11	0.9873	NA	3	3.3726	T_virB5;T_virB6;T_virB8	NA
k141_963334	6771	No terminal repeats	5	11	0.9872	NA	0	2.5133	NA	NA
k141_1682015	2876	No terminal repeats	5	11	0.9872	NA	1	1.7183	NA	NA
k141_608666	4800	No terminal repeats	5	11	0.9872	NA	3	5.5464	I_traN;I_traM	NA
k141_258222	3571	No terminal repeats	2	11	0.9872	NA	1	0.5528	NA	NA
k141_713376	1247	No terminal repeats	1	11	0.9872	NA	1	0.8585	MOBV	NA
k141_1489943	8452	No terminal repeats	14	11	0.9872	NA	0	4.8204	NA	NA
k141_292407	2063	No terminal repeats	2	11	0.9872	NA	1	1.3753	NA	NA
k141_1949425	7430	No terminal repeats	7	11	0.9872	NA	0	8.0068	I_traY	NA
k141_1908982	2880	No terminal repeats	3	11	0.9872	NA	0	1.3302	NA	NA
k141_1609775	9560	No terminal repeats	7	11	0.9872	NA	1	2.7476	NA	NA
k141_500491	4342	No terminal repeats	4	11	0.9871	NA	1	2.6481	NA	NA
k141_306513	4273	No terminal repeats	4	11	0.9871	NA	1	1.7114	NA	NA
k141_385243	3744	No terminal repeats	4	11	0.9871	NA	0	1.2361	NA	NA
k141_1116581	7411	No terminal repeats	6	11	0.9871	NA	0	3.3441	NA	NA
k141_79931	1140	No terminal repeats	2	11	0.9871	NA	2	2.0978	MOBP1	NA
k141_1776679	5202	No terminal repeats	10	11	0.9871	NA	1	4.7510	NA	NA
k141_325221	6486	No terminal repeats	9	11	0.9871	NA	1	1.7533	NA	NA
k141_29917	1033	No terminal repeats	2	11	0.9871	NA	1	1.7183	NA	NA
k141_1150796	2268	No terminal repeats	4	11	0.9871	NA	1	1.5453	NA	NA
k141_84256	5414	No terminal repeats	2	11	0.9871	NA	1	1.7183	I_traW	NA
k141_1595306	2272	No terminal repeats	4	11	0.9870	NA	1	0.9020	NA	NA
k141_278843	1402	No terminal repeats	1	11	0.9870	NA	1	0.8746	NA	NA
k141_1254348	8406	No terminal repeats	7	11	0.9870	NA	0	3.7187	NA	NA
k141_411888	7356	No terminal repeats	9	11	0.9870	NA	2	3.6971	T_virB2;T_virB11	NA
k141_1586039	2080	No terminal repeats	5	11	0.9870	NA	1	2.3428	NA	NA
k141_1634404	3081	No terminal repeats	3	11	0.9870	NA	0	1.7159	NA	NA
k141_745767	3606	No terminal repeats	4	11	0.9870	NA	2	2.9936	MOBP1	NA
k141_648406	2935	No terminal repeats	5	11	0.9870	NA	2	3.4366	FA_orf13;FA_orf17b	NA
k141_416648	5131	No terminal repeats	5	11	0.9870	NA	1	1.0578	NA	NA
k141_255580	1538	No terminal repeats	4	11	0.9870	NA	1	1.5453	NA	NA
k141_996575	1475	No terminal repeats	4	11	0.9870	NA	1	2.5686	NA	NA
k141_103453	6025	No terminal repeats	10	11	0.9869	NA	0	2.9255	NA	NA
k141_447166	5279	No terminal repeats	7	11	0.9869	NA	0	1.2214	NA	NA
k141_1154794	3333	No terminal repeats	7	11	0.9869	NA	1	2.6620	NA	NA
k141_3920	1376	No terminal repeats	1	11	0.9869	NA	1	0.8746	NA	NA
k141_1876302	3444	No terminal repeats	7	11	0.9869	NA	0	1.1771	NA	NA
k141_1248845	2809	No terminal repeats	3	11	0.9869	NA	0	2.4338	NA	NA
k141_1807282	6915	No terminal repeats	8	11	0.9869	NA	1	2.0179	NA	NA
k141_1075707	1255	No terminal repeats	1	11	0.9869	NA	1	1.4894	MOBQ	NA
k141_1430045	1774	No terminal repeats	2	11	0.9869	NA	1	0.9502	NA	NA
k141_1031643	1987	No terminal repeats	3	11	0.9869	NA	1	1.3753	NA	NA
k141_257214	2576	No terminal repeats	3	11	0.9868	NA	0	1.0827	NA	NA
k141_467604	1354	No terminal repeats	2	11	0.9868	NA	1	0.9293	NA	NA
k141_498954	2898	No terminal repeats	3	11	0.9868	NA	0	1.7183	NA	NA
k141_1492626	2835	No terminal repeats	3	11	0.9868	NA	0	1.7183	NA	NA
k141_2172028	18509	No terminal repeats	13	11	0.9868	NA	2	2.8317	NA	NA
k141_1449380	7341	DTR	7	11	0.9867	NA	1	2.9242	NA	NA
k141_713804	1289	No terminal repeats	1	11	0.9867	NA	1	0.8585	MOBV	NA
k141_1674726	6363	No terminal repeats	9	11	0.9867	NA	0	1.1165	NA	NA
k141_2018988	1199	No terminal repeats	2	11	0.9867	NA	1	2.9406	MOBQ	NA
k141_74297	1518	No terminal repeats	2	11	0.9867	NA	1	1.7183	NA	NA
k141_1889225	3620	No terminal repeats	6	11	0.9866	NA	0	3.5842	NA	NA
k141_32154	1402	No terminal repeats	1	11	0.9866	NA	1	0.9020	NA	NA
k141_1336041	3183	No terminal repeats	5	11	0.9866	NA	0	2.5304	NA	NA
k141_804536	2281	DTR	3	11	0.9866	NA	1	0.9293	NA	NA
k141_1598589	1030	No terminal repeats	2	11	0.9866	NA	1	0.9293	NA	NA
k141_1726377	2642	No terminal repeats	5	11	0.9866	NA	1	3.7387	T_virB1	NA
k141_1456102	1131	No terminal repeats	3	11	0.9866	NA	1	1.7183	NA	NA
k141_1141601	3283	No terminal repeats	7	11	0.9866	NA	0	1.7109	NA	NA
k141_386010	2820	No terminal repeats	5	11	0.9865	NA	1	1.7114	NA	NA
k141_1885979	1461	No terminal repeats	1	11	0.9865	NA	1	1.4932	NA	NA
k141_6907	1188	No terminal repeats	1	11	0.9865	NA	1	0.9293	NA	NA
k141_259779	4409	No terminal repeats	5	11	0.9865	NA	0	1.7183	NA	NA
k141_184284	7931	No terminal repeats	16	11	0.9864	NA	0	2.4036	NA	NA
k141_1149990	7513	No terminal repeats	8	11	0.9864	NA	0	2.6885	NA	NA
k141_1027966	2047	No terminal repeats	4	11	0.9864	NA	2	3.1658	NA	NA
k141_652172	2654	No terminal repeats	5	11	0.9864	NA	1	1.7110	NA	NA
k141_1176767	2683	No terminal repeats	4	11	0.9864	NA	0	1.0578	NA	NA
k141_740175	5279	No terminal repeats	10	11	0.9864	NA	2	3.5551	NA	NA
k141_226402	2510	No terminal repeats	3	11	0.9864	NA	0	1.7183	NA	NA
k141_1557892	1947	No terminal repeats	3	11	0.9864	NA	1	1.7183	NA	NA
k141_1515934	12064	No terminal repeats	15	11	0.9864	NA	1	0.9413	MOBB	NA
k141_583753	3719	No terminal repeats	7	11	0.9863	NA	1	3.1620	NA	NA
k141_2185408	3639	No terminal repeats	5	11	0.9863	NA	1	0.9020	NA	NA
k141_1257231	1629	No terminal repeats	3	11	0.9863	NA	2	4.1371	F_traF;F_traH	NA
k141_1391010	1334	No terminal repeats	3	11	0.9863	NA	1	1.5453	NA	NA
k141_1348875	1001	No terminal repeats	2	11	0.9863	NA	1	0.9372	NA	NA
k141_993971	1874	No terminal repeats	3	11	0.9863	NA	1	0.9502	NA	NA
k141_1767058	3031	No terminal repeats	2	11	0.9862	NA	0	1.7183	NA	NA
k141_1265328	1904	No terminal repeats	2	11	0.9862	NA	1	0.9293	NA	NA
k141_1171019	2620	No terminal repeats	4	11	0.9862	NA	0	1.0827	NA	NA
k141_680290	2917	No terminal repeats	3	11	0.9862	NA	0	2.6433	NA	NA
k141_1171115	4446	No terminal repeats	9	11	0.9862	NA	0	1.0173	NA	NA
k141_427214	4612	No terminal repeats	6	11	0.9862	NA	0	2.1673	NA	NA
k141_773535	5803	No terminal repeats	7	11	0.9862	NA	0	0.9349	NA	NA
k141_308056	1509	No terminal repeats	5	11	0.9861	NA	1	1.5453	NA	NA
k141_1954972	3227	No terminal repeats	3	11	0.9861	NA	0	2.0400	NA	NF033103
k141_1119698	1957	No terminal repeats	3	11	0.9861	NA	1	2.3235	NA	NA
k141_1983143	1122	No terminal repeats	1	11	0.9861	NA	1	1.6894	NA	NA
k141_81264	3581	No terminal repeats	4	11	0.9861	NA	1	1.4636	F_traE	NA
k141_1098843	3339	No terminal repeats	3	11	0.9861	NA	0	1.7183	NA	NA
k141_1818150	2272	No terminal repeats	2	11	0.9861	NA	1	1.7183	NA	NA
k141_1153431	3678	No terminal repeats	4	11	0.9860	NA	0	1.9969	NA	NA
k141_321636	4888	No terminal repeats	7	11	0.9860	NA	1	2.6548	NA	NA
k141_75219	3040	No terminal repeats	4	11	0.9860	NA	0	3.6770	NA	NA
k141_550286	5739	No terminal repeats	5	11	0.9860	NA	2	4.2337	MOBF;t4cp2	NA
k141_228979	1930	No terminal repeats	3	11	0.9860	NA	1	1.5777	MOBV	NA
k141_361239	3167	No terminal repeats	5	11	0.9860	NA	1	3.4366	NA	NA
k141_1373578	13217	No terminal repeats	13	11	0.9860	NA	0	5.9955	NA	NA
k141_719795	2376	No terminal repeats	2	11	0.9860	NA	1	0.6275	NA	NA
k141_1554619	3055	No terminal repeats	5	11	0.9860	NA	1	2.1152	MOBQ	NA
k141_196437	1243	No terminal repeats	1	11	0.9860	NA	1	1.6903	NA	NA
k141_2047009	1553	No terminal repeats	2	11	0.9860	NA	1	0.9943	NA	NA
k141_1805394	1223	No terminal repeats	3	11	0.9859	NA	1	1.0574	NA	NA
k141_1218510	2455	DTR	5	11	0.9859	NA	1	1.9759	NA	NA
k141_673887	1529	No terminal repeats	2	11	0.9859	NA	1	0.9293	NA	NA
k141_2148721	3101	No terminal repeats	3	11	0.9859	NA	0	1.7183	NA	NA
k141_25885	3413	No terminal repeats	5	11	0.9859	NA	0	1.0198	NA	NA
k141_632244	2011	No terminal repeats	2	11	0.9859	NA	1	1.6894	NA	NA
k141_1053406	5731	No terminal repeats	6	11	0.9859	NA	0	3.0801	NA	NA
k141_253600	4305	No terminal repeats	7	11	0.9858	NA	0	1.3890	NA	NA
k141_1894891	13022	No terminal repeats	16	11	0.9858	NA	2	4.4693	NA	NA
k141_1696799	1163	No terminal repeats	2	11	0.9858	NA	1	2.6906	virb4	NA
k141_2102273	3466	No terminal repeats	8	11	0.9858	NA	0	3.0630	NA	NA
k141_1867629	3349	DTR	4	11	0.9858	NA	1	0.9293	NA	NA
k141_801203	2445	No terminal repeats	4	11	0.9858	NA	1	0.6235	NA	NA
k141_723084	2412	No terminal repeats	5	11	0.9858	NA	1	1.7134	NA	NA
k141_2148735	4223	No terminal repeats	6	11	0.9858	NA	1	0.2409	MOBV	NA
k141_1947658	2119	No terminal repeats	2	11	0.9858	NA	1	1.5536	NA	NA
k141_1294329	2982	No terminal repeats	4	11	0.9858	NA	0	0.9462	NA	NA
k141_1180840	2876	No terminal repeats	3	11	0.9857	NA	0	1.7183	NA	NA
k141_1165680	4315	No terminal repeats	4	11	0.9857	NA	0	1.7183	NA	NA
k141_397365	2797	No terminal repeats	4	11	0.9857	NA	2	2.5076	NA	NA
k141_283182	3336	No terminal repeats	5	11	0.9857	NA	0	2.3803	NA	NA
k141_768437	9190	No terminal repeats	9	11	0.9857	NA	0	5.0437	NA	NA
k141_510856	1078	No terminal repeats	3	11	0.9857	NA	1	1.7183	MOBP1	NA
k141_45769	1020	No terminal repeats	1	11	0.9857	NA	1	0.9943	NA	NA
k141_111584	2966	DTR	2	11	0.9856	NA	0	0.8499	NA	NA
k141_1136676	1859	No terminal repeats	2	11	0.9856	NA	2	3.0204	F_traK;F_traE	NA
k141_1729768	1927	No terminal repeats	3	11	0.9856	NA	1	1.7183	NA	NA
k141_369163	67253	No terminal repeats	50	11	0.9856	NA	0	7.3041	NA	NA
k141_161566	23501	No terminal repeats	22	11	0.9856	NA	5	7.6286	F_traG;F_traH;F_traF;MOBH	NA
k141_453866	3183	No terminal repeats	4	11	0.9856	NA	1	1.5453	NA	NA
k141_920107	5758	No terminal repeats	9	11	0.9856	NA	0	3.7738	NA	NA
k141_1148970	2813	No terminal repeats	2	11	0.9855	NA	1	1.4636	F_traE	NA
k141_1874174	1468	No terminal repeats	1	11	0.9855	NA	1	1.4894	MOBQ	NA
k141_2084259	1600	No terminal repeats	2	11	0.9855	NA	1	0.9502	NA	NA
k141_1434390	24202	No terminal repeats	22	11	0.9855	NA	1	8.2659	F_traE	NA
k141_1450648	3792	No terminal repeats	6	11	0.9855	NA	0	4.5314	NA	NA
k141_114410	18873	No terminal repeats	19	11	0.9854	NA	9	13.8151	F_traH;F_traL;F_traE;F_traK;F_traB;F_traW;F_traU;F_trbC;F_traG	NA
k141_1373495	2417	DTR	5	11	0.9854	NA	1	1.9759	NA	NA
k141_1340502	3574	No terminal repeats	7	11	0.9854	NA	0	0.6015	NA	NA
k141_904439	1627	No terminal repeats	2	11	0.9854	NA	1	1.3860	NA	NA
k141_79313	1044	No terminal repeats	2	11	0.9854	NA	2	3.1658	NA	NA
k141_1021297	1557	No terminal repeats	3	11	0.9854	NA	1	1.5082	NA	NA
k141_720488	2422	No terminal repeats	5	11	0.9854	NA	1	3.0100	NA	NA
k141_1107877	4150	No terminal repeats	3	11	0.9854	NA	1	0.9502	NA	NA
k141_326405	10628	No terminal repeats	13	11	0.9854	NA	0	2.9499	NA	NA
k141_1217066	3978	No terminal repeats	5	11	0.9853	NA	0	3.4901	NA	NA
k141_2162552	3068	No terminal repeats	5	11	0.9853	NA	0	1.6707	NA	NA
k141_1558419	2081	No terminal repeats	2	11	0.9853	NA	1	1.7183	NA	NA
k141_1304901	13344	No terminal repeats	13	11	0.9853	NA	0	0.3667	NA	NA
k141_91075	7183	No terminal repeats	8	11	0.9853	NA	0	1.1602	NA	NA
k141_1431176	1085	No terminal repeats	1	11	0.9853	NA	1	0.8585	MOBV	NA
k141_204490	1496	No terminal repeats	3	11	0.9852	NA	1	3.2409	NA	NA
k141_54476	3343	No terminal repeats	4	11	0.9852	NA	0	0.9349	NA	NA
k141_1148619	4535	DTR	5	11	0.9852	NA	1	0.9502	NA	NA
k141_411745	1631	No terminal repeats	1	11	0.9852	NA	1	1.4894	MOBQ	NA
k141_932117	3864	No terminal repeats	6	11	0.9852	NA	0	4.1561	NA	NA
k141_1726019	5200	No terminal repeats	4	11	0.9852	NA	0	1.2792	NA	NA
k141_475838	2971	No terminal repeats	3	11	0.9852	NA	1	1.5654	NA	NA
k141_207911	1273	No terminal repeats	4	11	0.9851	NA	1	1.9759	NA	NA
k141_1725692	1839	No terminal repeats	2	11	0.9851	NA	1	1.0590	NA	NA
k141_2101670	4027	No terminal repeats	4	11	0.9851	NA	0	1.3734	NA	NA
k141_1469905	9181	No terminal repeats	13	11	0.9851	NA	1	2.5785	NA	NA
k141_1476740	1462	No terminal repeats	3	15	0.9850	NA	1	3.2495	NA	NA
k141_1997308	4135	No terminal repeats	5	11	0.9850	NA	1	2.2975	NA	NA
k141_573823	5460	No terminal repeats	6	11	0.9850	NA	0	1.1625	NA	NA
k141_341479	1200	No terminal repeats	3	11	0.9850	NA	1	2.3952	NA	NA
k141_148134	8954	No terminal repeats	7	11	0.9850	NA	0	3.1608	NA	NA
k141_1238384	9057	No terminal repeats	12	11	0.9850	NA	1	1.7534	MOBQ	NA
k141_626230	3449	No terminal repeats	4	11	0.9850	NA	1	1.4990	MOBC	NA
k141_283144	3978	No terminal repeats	9	11	0.9849	NA	0	2.2653	NA	NA
k141_989161	63070	No terminal repeats	53	11	0.9849	NA	0	19.5446	NA	NA
k141_726052	40007	No terminal repeats	38	11	0.9849	NA	0	3.6333	NA	NA
k141_1421602	4501	No terminal repeats	5	11	0.9849	NA	0	2.7023	NA	NA
k141_972016	7252	No terminal repeats	9	11	0.9848	NA	3	5.0273	F_traW;F_traB;F_traK	NA
k141_2094422	1124	No terminal repeats	2	11	0.9848	NA	2	2.6197	T_virB5	NA
k141_1001992	2859	No terminal repeats	5	11	0.9848	NA	1	0.9293	NA	NA
k141_1433811	4617	No terminal repeats	8	11	0.9848	NA	0	2.5885	NA	NA
k141_637870	5811	No terminal repeats	5	11	0.9848	NA	0	2.3557	NA	NA
k141_466768	8212	No terminal repeats	9	11	0.9848	NA	0	1.7183	NA	NA
k141_48949	5129	No terminal repeats	6	11	0.9847	NA	0	1.0428	NA	NA
k141_1455406	2263	No terminal repeats	1	11	0.9847	NA	1	1.7183	MOBF	NA
k141_599705	9819	No terminal repeats	9	11	0.9847	NA	0	1.2157	NA	NA
k141_1567690	8204	No terminal repeats	11	11	0.9847	NA	1	6.9808	NA	NA
k141_732564	1098	No terminal repeats	3	11	0.9847	NA	2	0.5619	T_virB11;T_virB2;T_virB3	NA
k141_2035348	3303	No terminal repeats	4	11	0.9846	NA	0	2.4762	NA	NA
k141_1094554	2576	No terminal repeats	3	11	0.9846	NA	0	1.3332	NA	NA
k141_1473835	4204	No terminal repeats	7	11	0.9846	NA	0	3.4366	NA	NA
k141_2117760	4170	No terminal repeats	6	11	0.9846	NA	0	3.1514	NA	NA
k141_1865167	1607	No terminal repeats	1	11	0.9846	NA	1	0.8746	NA	NA
k141_1098320	12038	No terminal repeats	6	11	0.9845	NA	0	6.8731	NA	NA
k141_1699413	2637	No terminal repeats	3	11	0.9845	NA	3	3.6346	F_traU;F_traF;F_traH	NA
k141_1551664	4195	DTR	7	11	0.9845	NA	0	0.5906	NA	NA
k141_2063972	2244	No terminal repeats	4	11	0.9844	NA	1	2.7531	NA	NA
k141_1189645	4108	No terminal repeats	5	11	0.9844	NA	0	1.3185	NA	NA
k141_472394	1582	No terminal repeats	2	11	0.9844	NA	1	1.2722	MOBQ	NA
k141_324941	3634	No terminal repeats	6	11	0.9844	NA	0	2.7485	NA	NA
k141_546280	2731	No terminal repeats	4	11	0.9844	NA	0	2.4896	NA	NA
k141_38370	1782	No terminal repeats	3	11	0.9843	NA	1	0.9502	NA	NA
k141_960142	2767	No terminal repeats	4	11	0.9843	NA	2	2.2801	T_virB2;T_virB3	NA
k141_875828	2665	No terminal repeats	3	11	0.9843	NA	0	2.9183	NA	NA
k141_1633855	1897	No terminal repeats	4	11	0.9843	NA	1	1.7183	NA	NA
k141_426361	2630	No terminal repeats	4	11	0.9843	NA	0	1.1390	NA	NF000493
k141_1131008	2596	No terminal repeats	4	11	0.9843	NA	0	1.6668	NA	NA
k141_258626	2468	No terminal repeats	2	11	0.9842	NA	1	1.4894	MOBQ	NA
k141_1148615	2658	No terminal repeats	3	11	0.9842	NA	0	1.7183	NA	NA
k141_1016200	1916	No terminal repeats	2	11	0.9842	NA	2	2.5859	F_traH;F_traG	NA
k141_1454763	1599	No terminal repeats	2	11	0.9842	NA	1	1.7183	NA	NA
k141_15251	1555	No terminal repeats	1	11	0.9842	NA	1	1.7114	NA	NA
k141_1493478	1526	No terminal repeats	2	11	0.9842	NA	1	0.8746	NA	NA
k141_359928	12498	No terminal repeats	16	11	0.9842	NA	3	8.0639	T_virB10;T_virB9;T_virB8	NA
k141_1026669	1029	No terminal repeats	2	11	0.9841	NA	1	3.0391	NA	NA
k141_1606858	8910	No terminal repeats	9	11	0.9841	NA	0	5.1274	NA	NA
k141_149835	9396	No terminal repeats	10	11	0.9841	NA	0	2.9967	NA	NA
k141_1849758	1098	No terminal repeats	1	11	0.9841	NA	1	0.8746	NA	NA
