set	sample_id	contig_id	ORF_ID	Best_Hit_ARO	ARO	Cut_Off	Best_Identities	Percentage_Length_of_Reference_Sequence	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Antibiotic	matched_to_genomad	genomad_context	chromosome_score	plasmid_score	virus_score
pilot8	ERR1713334	k141_483669	k141_483669_3 # 676 # 1020 # -1 # ID=32813_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.380	qacG	3007015	Strict	48.11	106.54	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	yes	chromosome_like	0.5946	0.3647	0.0407
pilot8	ERR1713334	k141_484124	k141_484124_2 # 383 # 853 # -1 # ID=33473_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.639	Pseudomonas aeruginosa soxR	3004107	Strict	71.74	100.00	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan	yes	chromosome_like	0.6822	0.2419	0.0759
pilot8	ERR1713334	k141_220278	k141_220278_6 # 2719 # 3048 # -1 # ID=33870_6;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.397	qacJ	3007014	Strict	36.79	101.87	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	yes	plasmid_like	0.0716	0.8658	0.0625
pilot8	ERR1713334	k141_418560	k141_418560_1 # 888 # 2114 # 1 # ID=34757_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.306	EreD	3004608	Strict	98.77	100.00	macrolide antibiotic	antibiotic inactivation	macrolide esterase	erythromycin	yes	chromosome_like	0.7789	0.159	0.0621
pilot8	ERR1713334	k141_419837	k141_419837_2 # 283 # 936 # 1 # ID=36645_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.326	vanY gene in vanB cluster	3002956	Strict	48.31	80.97	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	yes	virus_like	0.2076	0.2304	0.562
pilot8	ERR1713334	k141_287878	k141_287878_2 # 458 # 1663 # -1 # ID=37066_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.667	vanT gene in vanG cluster	3002972	Strict	33.86	56.32	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.4151	0.398	0.1869
pilot8	ERR1713334	k141_90951	k141_90951_1 # 2 # 1426 # -1 # ID=38914_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.300	tet(44)	3000556	Strict	98.32	74.22	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	yes	plasmid_like	0.3563	0.3713	0.2724
pilot8	ERR1713334	k141_223795	k141_223795_4 # 2753 # 3088 # -1 # ID=39101_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.661	qacG	3007015	Strict	44.76	103.74	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	yes	chromosome_like	0.6233	0.3262	0.0506
pilot8	ERR1713334	k141_91257	k141_91257_7 # 7121 # 9565 # 1 # ID=39370_7;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=4bp;gc_cont=0.308	vanT gene in vanG cluster	3002972	Strict	34.96	114.33	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.9693	0.0208	0.0099
pilot8	ERR1713334	k141_157386	k141_157386_2 # 715 # 1044 # 1 # ID=39651_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.330	qacJ	3007014	Strict	49.06	101.87	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	yes	chromosome_like	0.5349	0.4319	0.0332
pilot8	ERR1713334	k141_25848	k141_25848_1 # 168 # 1541 # -1 # ID=40627_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.547	cpxA	3000830	Perfect	100.0	100.00	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	novobiocin	yes	plasmid_like	0.2324	0.5368	0.2308
pilot8	ERR1713334	k141_488756	k141_488756_2 # 208 # 1059 # -1 # ID=40641_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.633	vanY gene in vanB cluster	3002956	Strict	30.94	105.60	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	yes	chromosome_like	0.7247	0.2209	0.0544
pilot8	ERR1713334	k141_158355	k141_158355_3 # 1768 # 4941 # -1 # ID=41112_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.675	adeF	3000777	Strict	43.72	99.81	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	yes	plasmid_like	0.1574	0.8084	0.0343
pilot8	ERR1713334	k141_357151	k141_357151_2 # 2034 # 2681 # -1 # ID=41692_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.455	Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime	3003807	Strict	100.0	100.00	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tigecycline; ciprofloxacin; tetracycline; ceftazidime; rifampin; chloramphenicol; ampicillin; cefalotin; triclosan	yes	chromosome_like	0.6041	0.2863	0.1096
pilot8	ERR1713334	k141_489758	k141_489758_4 # 2139 # 3344 # 1 # ID=42224_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.660	vanT gene in vanG cluster	3002972	Strict	33.86	56.32	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.6147	0.2343	0.151
pilot8	ERR1713334	k141_26982	k141_26982_2 # 237 # 794 # 1 # ID=42406_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.271	vanY gene in vanB cluster	3002956	Strict	37.77	69.03	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	yes	plasmid_like	0.1902	0.6399	0.1699
pilot8	ERR1713334	k141_423787	k141_423787_2 # 471 # 1163 # 1 # ID=42518_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=7bp;gc_cont=0.304	vanW gene in vanG cluster	3002965	Strict	37.02	81.85	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin	yes	chromosome_like	0.7129	0.1802	0.1069
pilot8	ERR1713334	k141_424385	k141_424385_9 # 6875 # 9316 # -1 # ID=43368_9;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.372	vanT gene in vanG cluster	3002972	Strict	35.15	114.19	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.9385	0.0441	0.0174
pilot8	ERR1713334	k141_28114	k141_28114_1 # 144 # 767 # 1 # ID=44052_1;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.369	Campylobacter coli chloramphenicol acetyltransferase	3004454	Strict	96.14	100.00	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	chloramphenicol	yes	plasmid_like	0.0026	0.9851	0.0123
pilot8	ERR1713334	k141_162354	k141_162354_2 # 719 # 1714 # -1 # ID=47019_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.359	CfxA6	3003097	Strict	99.4	100.00	cephamycin	antibiotic inactivation	CfxA beta-lactamase		yes	plasmid_like	0.1307	0.597	0.2722
pilot8	ERR1713334	k141_295205	k141_295205_2 # 1257 # 2108 # 1 # ID=47861_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.459	vanY gene in vanG cluster	3002959	Strict	39.6	101.43	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	yes	chromosome_like	0.6607	0.2123	0.127
pilot8	ERR1713334	k141_30786	k141_30786_2 # 970 # 2157 # 1 # ID=48405_2;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.406	tet(39)	3000566	Perfect	100.0	100.00	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline	yes	plasmid_like	0.0028	0.9907	0.0065
pilot8	ERR1713334	k141_97447	k141_97447_1 # 3 # 875 # -1 # ID=48621_1;partial=10;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.388	vanY gene in vanA cluster	3002955	Strict	28.27	96.04	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	virus_like	0.341	0.2975	0.3615
pilot8	ERR1713334	k141_30972	k141_30972_1 # 1 # 1026 # 1 # ID=48650_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.539	vanT gene in vanG cluster	3002972	Strict	34.6	48.03	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.6007	0.2125	0.1868
pilot8	ERR1713334	k141_163671	k141_163671_4 # 2392 # 3321 # 1 # ID=48923_4;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.627	vanG	3002909	Strict	56.91	88.83	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	vancomycin	yes	plasmid_like	0.1586	0.584	0.2574
pilot8	ERR1713334	k141_494552	k141_494552_1 # 211 # 555 # 1 # ID=49601_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.330	qacG	3007015	Strict	48.08	106.54	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	yes	plasmid_like	0.0038	0.9886	0.0076
pilot8	ERR1713334	k141_494987	k141_494987_4 # 2093 # 3187 # -1 # ID=50293_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.611	vanG	3002909	Strict	38.86	104.30	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	vancomycin	yes	chromosome_like	0.8807	0.0895	0.0298
pilot8	ERR1713334	k141_232209	k141_232209_1 # 3 # 1295 # -1 # ID=51331_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.492	tet(W/N/W)	3004442	Strict	79.35	67.45	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetracycline; minocycline; chlortetracycline	yes	chromosome_like	0.3925	0.3609	0.2466
pilot8	ERR1713334	k141_298034	k141_298034_5 # 2505 # 3425 # 1 # ID=52188_5;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.644	vanY gene in vanB cluster	3002956	Strict	36.76	114.18	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	yes	plasmid_like	0.1875	0.7397	0.0728
pilot8	ERR1713334	k141_496373	k141_496373_2 # 204 # 1319 # -1 # ID=52292_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.651	vanT gene in vanG cluster	3002972	Strict	38.01	52.11	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	plasmid_like	0.3672	0.4572	0.1755
pilot8	ERR1713334	k141_232805	k141_232805_1 # 3 # 1121 # 1 # ID=52384_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.349	vanT gene in vanG cluster	3002972	Strict	34.5	52.25	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.6745	0.2094	0.1161
pilot8	ERR1713334	k141_431041	k141_431041_4 # 1261 # 2073 # 1 # ID=53036_4;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=11-12bp;gc_cont=0.659	vanY gene in vanB cluster	3002956	Strict	30.81	100.75	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	yes	plasmid_like	0.0914	0.5565	0.352
pilot8	ERR1713334	k141_497281	k141_497281_1 # 356 # 1090 # -1 # ID=53595_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.261	ErmG	3000522	Strict	98.36	100.00	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	erythromycin; roxithromycin; lincomycin; telithromycin; clarithromycin; clindamycin; tylosin; spiramycin; azithromycin; dirithromycin; pristinamycin IA; quinupristin; virginiamycin M1; madumycin II; griseoviridin; dalfopristin; pristinamycin IB; virginiamycin S2; pristinamycin IC; vernamycin C; patricin A; patricin B; ostreogrycin B3; oleandomycin	yes	plasmid_like	0.2174	0.4842	0.2984
pilot8	ERR1713334	k141_365566	k141_365566_5 # 3681 # 4025 # -1 # ID=53716_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.403	qacG	3007015	Strict	46.15	106.54	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	yes	plasmid_like	0.1088	0.8172	0.0741
pilot8	ERR1713334	k141_233896	k141_233896_2 # 970 # 2499 # -1 # ID=53889_2;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.534	vanT gene in vanG cluster	3002972	Strict	35.5	71.49	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.744	0.22	0.036
pilot8	ERR1713334	k141_365743	k141_365743_3 # 2037 # 2360 # 1 # ID=53977_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.370	qacJ	3007014	Strict	53.27	100.00	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	yes	plasmid_like	0.0501	0.8595	0.0905
pilot8	ERR1713334	k141_34891	k141_34891_4 # 2210 # 2374 # -1 # ID=54410_4;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.352	vanY gene in vanM cluster	3002961	Strict	64.0	23.18	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	chromosome_like	0.7444	0.166	0.0896
pilot8	ERR1713334	k141_234417	k141_234417_4 # 2867 # 3757 # -1 # ID=54762_4;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.658	vanY gene in vanB cluster	3002956	Strict	37.26	110.45	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	yes	plasmid_like	0.141	0.701	0.158
pilot8	ERR1713334	k141_168376	k141_168376_2 # 1360 # 2544 # 1 # ID=55766_2;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.531	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin	3003369	Strict	99.49	96.33	elfamycin antibiotic	antibiotic target alteration	elfamycin resistant EF-Tu	pulvomycin	yes	chromosome_like	0.4807	0.1841	0.3352
pilot8	ERR1713334	k141_102906	k141_102906_1 # 5 # 727 # -1 # ID=56569_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.542	baeR	3000828	Perfect	100.0	100.00	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	novobiocin	yes	plasmid_like	0.1369	0.59	0.2731
pilot8	ERR1713334	k141_301063	k141_301063_3 # 700 # 1029 # -1 # ID=56675_3;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=5bp;gc_cont=0.409	qacG	3007015	Strict	49.06	101.87	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	yes	chromosome_like	0.875	0.0985	0.0266
pilot8	ERR1713334	k141_368306	k141_368306_6 # 4338 # 5402 # -1 # ID=57911_6;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.654	vanG	3002909	Strict	39.08	101.43	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	vancomycin	yes	chromosome_like	0.9365	0.0423	0.0212
pilot8	ERR1713334	k141_434639	k141_434639_3 # 1988 # 2476 # 1 # ID=58219_3;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.462	ANT(3'')-IIc	3004091	Strict	85.28	62.93	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	spectinomycin; streptomycin	yes	plasmid_like	0.0016	0.9946	0.0039
pilot8	ERR1713334	k141_236948	k141_236948_3 # 1973 # 3160 # -1 # ID=58486_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.680	vanT gene in vanG cluster	3002972	Strict	32.05	55.48	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.7125	0.2416	0.0459
pilot8	ERR1713334	k141_170385	k141_170385_11 # 11360 # 12490 # -1 # ID=58824_11;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.455	vanT gene in vanG cluster	3002972	Strict	37.75	52.81	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.5058	0.4166	0.0775
pilot8	ERR1713334	k141_237671	k141_237671_2 # 344 # 1315 # -1 # ID=59481_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.497	vanH gene in vanM cluster	3002947	Strict	38.06	99.08	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	chromosome_like	0.6188	0.2127	0.1684
pilot8	ERR1713334	k141_435814	k141_435814_1 # 61 # 1161 # 1 # ID=59913_1;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.527	vanT gene in vanG cluster	3002972	Strict	33.7	51.40	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.7235	0.1721	0.1045
pilot8	ERR1713334	k141_105803	k141_105803_3 # 364 # 1248 # 1 # ID=60430_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.367	mphG	3003742	Strict	98.98	100.00	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	erythromycin; clarithromycin; azithromycin	yes	plasmid_like	0.2023	0.6139	0.1839
pilot8	ERR1713334	k141_105994	k141_105994_1 # 3 # 1520 # -1 # ID=60755_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.430	vanW gene in vanI cluster	3003724	Strict	27.63	135.66	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	plasmid_like	0.22	0.4519	0.3281
pilot8	ERR1713334	k141_437742	k141_437742_1 # 86 # 790 # -1 # ID=62676_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.291	EBR-4	3005462	Strict	90.17	99.57	carbapenem; cephalosporin; penam	antibiotic inactivation	EBR beta-lactamase		yes	chromosome_like	0.4948	0.4217	0.0835
pilot8	ERR1713334	k141_173542	k141_173542_2 # 1153 # 1647 # 1 # ID=63421_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.335	lnuC	3002837	Strict	98.17	100.00	lincosamide antibiotic	antibiotic inactivation	lincosamide nucleotidyltransferase (LNU)	lincomycin	yes	plasmid_like	0.074	0.5773	0.3487
pilot8	ERR1713334	k141_173822	k141_173822_1 # 2 # 439 # 1 # ID=63836_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.438	ANT(3'')-IIc	3004091	Strict	85.0	55.98	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	spectinomycin; streptomycin	yes	plasmid_like	0.0872	0.7814	0.1314
pilot8	ERR1713334	k141_41422	k141_41422_1 # 95 # 1315 # 1 # ID=63934_1;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.565	tet(40)	3000567	Strict	99.26	100.00	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline	yes	plasmid_like	0.1806	0.6911	0.1283
pilot8	ERR1713334	k141_372365	k141_372365_1 # 3 # 1229 # 1 # ID=63938_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.354	vanT gene in vanG cluster	3002972	Strict	34.05	57.30	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.7895	0.1028	0.1077
pilot8	ERR1713334	k141_174047	k141_174047_3 # 1603 # 2835 # 1 # ID=64247_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.526	Escherichia coli mdfA	3001328	Strict	96.83	100.00	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline; benzalkonium chloride	yes	plasmid_like	0.1035	0.8556	0.0409
pilot8	ERR1713334	k141_507088	k141_507088_3 # 2014 # 3000 # 1 # ID=67717_3;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=11-12bp;gc_cont=0.398	vanH gene in vanO cluster	3002948	Strict	37.42	93.71	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	vancomycin	yes	plasmid_like	0.2169	0.6784	0.1047
pilot8	ERR1713334	k141_177061	k141_177061_3 # 4291 # 5499 # -1 # ID=68579_3;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.599	vanT gene in vanG cluster	3002972	Strict	34.84	56.46	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	chromosome_like	0.6201	0.2517	0.1282
pilot8	ERR1713334	k141_309180	k141_309180_4 # 2623 # 3825 # -1 # ID=68839_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.636	vanT gene in vanG cluster	3002972	Strict	35.37	56.18	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	yes	plasmid_like	0.3085	0.5146	0.1769
pilot8	ERR1713334	k141_177514	k141_177514_3 # 1571 # 3109 # -1 # ID=69295_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.416	emrY	3000254	Strict	99.8	100.00	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline	yes	plasmid_like	0.1804	0.7645	0.055
pilot8	ERR1713334	k141_177514	k141_177514_4 # 3109 # 4272 # -1 # ID=69295_4;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.417	emrK	3000206	Strict	99.72	110.26	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline	yes	plasmid_like	0.1804	0.7645	0.055
pilot8	ERR1713334	k141_309810	k141_309810_1 # 210 # 1040 # 1 # ID=69718_1;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.323	vanW gene in vanG cluster	3002965	Strict	32.35	98.22	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin	yes	plasmid_like	0.336	0.4942	0.1698
pilot8	ERR1713334	k141_509491	k141_509491_3 # 2269 # 3744 # 1 # ID=70957_3;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=5bp;gc_cont=0.400	msrE	3003109	Perfect	100.0	100.00	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection	msr-type ABC-F protein	erythromycin	yes	plasmid_like	0.0014	0.9936	0.0049
pilot8	ERR1713334	k141_509491	k141_509491_4 # 3800 # 4684 # 1 # ID=70957_4;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.365	mphE	3003741	Perfect	100.0	100.00	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	erythromycin	yes	plasmid_like	0.0014	0.9936	0.0049
pilot8	ERR1713334	k141_179783	k141_179783_2 # 733 # 2328 # -1 # ID=72376_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.270	vanW gene in vanI cluster	3003724	Strict	36.19	142.36	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	yes	chromosome_like	0.7737	0.1606	0.0657
pilot8	ERR1713334	k141_47474	k141_47474_4 # 1978 # 3345 # 1 # ID=72524_4;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.543	mdtA	3000792	Strict	99.52	109.64	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	novobiocin	yes	plasmid_like	0.0235	0.9505	0.0259
pilot8	ERR1713334	k141_444765	k141_444765_2 # 485 # 2410 # 1 # ID=72601_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.382	tet(Q)	3000191	Strict	89.24	97.56	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	yes	plasmid_like	0.0913	0.6953	0.2133
