sample_id	aro_id	card_hit_name	diamond_read_hits	unique_reads	mean_pident	median_pident	mean_bitscore	median_bitscore	max_bitscore
ERR1713354	ARO:3003808	carO	55	55	84.94727272727273	84.0	86.79454545454546	89.7	100.0
ERR1713354	ARO:3003809	Abau_OprD_IPM	104	104	86.39519230769231	86.0	85.83365384615385	90.5	105.0
ERR1713354	ARO:3003811	adeC	2	2	81.0	81.0	86.45	86.45	92.4
ERR1713354	ARO:3003817	Abau_gyrA_FLO	859	859	90.18754365541328	90.0	89.08905704307334	91.3	109.0
ERR1713354	ARO:3003818	Abau_parC_FLO	642	642	90.48598130841121	91.8	88.3632398753894	91.7	110.0
ERR1713354	ARO:3003838	gadW	11	11	97.92727272727274	100.0	93.43636363636364	97.8	102.0
ERR1713354	ARO:3003839	Mrx	15	15	99.2	100.0	91.39333333333335	92.0	100.0
ERR1713354	ARO:3003841	kdpE	110	110	89.21272727272726	89.15	86.94454545454545	90.3	108.0
ERR1713354	ARO:3003843	leuO	102	102	90.2656862745098	90.75	88.61274509803921	91.5	109.0
ERR1713354	ARO:3003854	ADC-8	5	5	85.02000000000001	85.7	92.16	91.7	94.4
ERR1713354	ARO:3003859	ADC-15	2	2	83.35	83.35	82.4	82.4	82.8
ERR1713354	ARO:3003890	Ecol_UhpT_FOF	349	349	94.08796561604584	95.9	92.19455587392551	95.5	107.0
ERR1713354	ARO:3003893	Ecol_uhpA_FOF	131	131	94.50992366412213	95.9	83.51679389312977	92.8	106.0
ERR1713354	ARO:3003894	Rm3	1	1	89.8	89.8	97.8	97.8	97.8
ERR1713354	ARO:3003895	Paer_PhoP_CST	6	6	84.60000000000001	83.3	80.88333333333334	83.4	99.4
ERR1713354	ARO:3003896	Paer_PhoQ_CST	1	1	80.0	80.0	70.5	70.5	70.5
ERR1713354	ARO:3003899	Ecol_PtsI_FOF	415	415	94.0966265060241	95.9	89.68530120481928	92.8	108.0
ERR1713354	ARO:3003900	Ecol_cyaA_FOF	499	499	94.15490981963929	95.9	97.97835671342685	100.0	115.0
ERR1713354	ARO:3003901	Saur_GlpT_FOF	8	8	82.7125	81.69999999999999	69.8	70.65	85.9
ERR1713354	ARO:3003902	Saur_UhpT_FOF	88	88	83.43863636363636	83.3	85.78068181818182	85.9	100.0
ERR1713354	ARO:3003908	Erm(47)	4	4	98.825	100.0	96.675	99.7	103.0
ERR1713354	ARO:3003922	oqxA	85	85	91.24823529411765	92.0	87.08	88.6	105.0
ERR1713354	ARO:3003923	oqxB	372	372	91.06397849462367	90.5	86.56129032258065	86.85	107.0
ERR1713354	ARO:3003924	Hpin_gyrA_FLO	48	48	86.17916666666667	85.4	84.72500000000001	88.19999999999999	105.0
ERR1713354	ARO:3003925	Hpin_parC_FLO	24	24	85.72916666666667	83.5	89.65416666666665	88.80000000000001	107.0
ERR1713354	ARO:3003926	Sent_gyrA_FLO	472	472	93.02584745762711	94.0	91.60911016949153	94.7	110.0
ERR1713354	ARO:3003928	Ngon_gyrA_FLO	676	676	88.85221893491124	88.0	86.92174556213017	88.6	115.0
ERR1713354	ARO:3003929	Ngon_parC_FLO	764	764	86.21492146596859	85.7	87.78010471204189	87.4	107.0
ERR1713354	ARO:3003930	rpsJ	697	697	88.30358680057388	88.0	74.65337159253946	82.0	104.0
ERR1713354	ARO:3003931	Cgin_gyrA_FLO	290	290	83.86655172413793	82.2	80.28206896551724	84.7	100.0
ERR1713354	ARO:3003937	Nmen_PBP2_BLA	122	122	83.92540983606557	83.5	87.7655737704918	88.0	100.0
ERR1713354	ARO:3003939	Sent_parC_FLO	219	219	93.6082191780822	94.0	94.10456621004568	95.5	107.0
ERR1713354	ARO:3003948	efrA	24	24	81.41666666666667	80.9	79.49166666666666	81.8	89.7
ERR1713354	ARO:3003949	efrB	96	96	85.121875	84.4	60.00208333333333	58.5	93.2
ERR1713354	ARO:3003950	msbA	345	345	92.0023188405797	93.9	86.44521739130434	88.6	104.0
ERR1713354	ARO:3003952	YojI	243	243	90.66008230452675	90.0	87.7798353909465	89.7	110.0
ERR1713354	ARO:3003955	efpA	2	2	88.9	88.9	85.65	85.65	89.7
ERR1713354	ARO:3003961	farA	19	19	82.01052631578948	81.8	59.973684210526315	52.4	84.0
ERR1713354	ARO:3003962	farB	228	228	86.48245614035088	85.7	88.0359649122807	87.0	109.0
ERR1713354	ARO:3003964	hp1181	1	1	80.0	80.0	48.5	48.5	48.5
ERR1713354	ARO:3003966	Kpne_OmpK35	22	22	87.47727272727273	86.0	76.27272727272727	73.94999999999999	105.0
ERR1713354	ARO:3003968	Kpne_OmpK36	103	103	89.34757281553398	88.9	88.89126213592232	91.3	110.0
ERR1713354	ARO:3003970	ddl	29	29	81.73793103448276	81.3	81.5	82.0	95.5
ERR1713354	ARO:3003974	Cacn_gyrA_FLO	132	132	85.54242424242425	84.0	86.39545454545456	87.8	116.0
ERR1713354	ARO:3003980	tetA(58)	3	3	84.66666666666667	86.0	89.73333333333333	87.8	93.6
ERR1713354	ARO:3003981	tetB(58)	3	3	86.23333333333333	86.2	57.26666666666667	53.5	73.2
ERR1713354	ARO:3003982	LlmA_23S_CLI	7	7	81.85714285714286	82.0	85.44285714285715	91.7	92.4
ERR1713354	ARO:3003984	BahA	2	2	80.5	80.5	70.65	70.65	77.8
ERR1713354	ARO:3003986	TaeA	33	33	83.5969696969697	82.6	81.9939393939394	85.5	92.4
ERR1713354	ARO:3003992	rphB	21	21	84.38095238095238	83.3	49.57619047619047	41.6	94.4
ERR1713354	ARO:3003995	Cdif_gyrA_FLO	190	190	82.49526315789474	82.0	85.87157894736842	86.5	97.1
ERR1713354	ARO:3004032	tetA(46)	3	3	91.53333333333335	96.0	84.7	92.4	95.1
ERR1713354	ARO:3004033	tetB(46)	6	6	88.38333333333333	85.15	84.48333333333333	83.8	95.1
ERR1713354	ARO:3004036	tetB(60)	3	3	83.16666666666667	83.7	74.06666666666666	82.0	84.7
ERR1713354	ARO:3004038	Paer_emrE	1	1	81.8	81.8	56.6	56.6	56.6
ERR1713354	ARO:3004039	Ecol_emrE	16	16	84.40625	81.6	81.34375	86.25	105.0
ERR1713354	ARO:3004041	Kpne_acrA	58	58	92.36724137931034	94.0	90.74310344827587	93.6	103.0
ERR1713354	ARO:3004042	Eclo_acrA	127	127	91.71653543307086	91.8	82.57795275590551	87.8	101.0
ERR1713354	ARO:3004043	Ecol_acrA	107	107	92.36542056074767	93.6	84.08785046728971	88.2	103.0
ERR1713354	ARO:3004045	Ecol_fabI_MULT	157	157	90.44331210191083	92.0	83.78726114649682	84.3	107.0
ERR1713354	ARO:3004049	Ecol_fabG_TRC	283	283	89.19434628975264	87.8	77.3773851590106	83.6	102.0
ERR1713354	ARO:3004054	Paer_CpxR	128	128	85.03046875	84.4	64.88203125	65.5	90.1
ERR1713354	ARO:3004069	MvaT	4	4	84.0	81.5	71.75	76.85	85.9
ERR1713354	ARO:3004072	OpmB	1	1	80.0	80.0	54.7	54.7	54.7
ERR1713354	ARO:3004073	MuxA	5	5	81.12	80.4	69.1	70.9	77.8
ERR1713354	ARO:3004074	MuxB	757	757	84.3223249669749	83.7	76.83157199471599	79.0	91.3
ERR1713354	ARO:3004075	MuxC	142	142	83.30985915492958	82.0	62.49084507042254	69.7	87.4
ERR1713354	ARO:3004077	PmpM	11	11	83.06363636363636	82.0	83.0	82.0	93.2
ERR1713354	ARO:3004085	lnuG	10	10	97.46000000000001	98.0	89.56	95.30000000000001	107.0
ERR1713354	ARO:3004089	ANT(3'')-IIa	3	3	100.0	100.0	97.33333333333333	105.0	105.0
ERR1713354	ARO:3004091	ANT(3'')-IIc	2	2	86.0	86.0	82.80000000000001	82.80000000000001	85.9
ERR1713354	ARO:3004097	Smit_CdsA_DAP	4	4	82.175	82.3	85.5	89.15	96.3
ERR1713354	ARO:3004100	LpeB	9	9	82.19999999999999	81.8	68.25555555555555	73.9	78.6
ERR1713354	ARO:3004103	QepA2	3	3	82.43333333333334	81.3	82.33333333333333	81.3	89.4
ERR1713354	ARO:3004111	FosA6	9	9	92.35555555555555	93.1	85.97777777777779	97.4	101.0
ERR1713354	ARO:3004114	porin_OmpC	54	54	88.95	86.0	90.71296296296296	94.0	112.0
ERR1713354	ARO:3004122	Kpne_OmpK37	76	76	86.8671052631579	85.85	85.17894736842106	88.6	109.0
ERR1713354	ARO:3004123	Bpse_Omp38	14	14	81.39999999999999	80.8	43.471428571428575	44.099999999999994	46.2
ERR1713354	ARO:3004124	Mcat_M35_AMX	3	3	82.89999999999999	80.8	52.26666666666667	53.9	58.2
ERR1713354	ARO:3004126	Ecol_LamB	153	153	93.09607843137255	94.0	95.24313725490197	102.0	116.0
ERR1713354	ARO:3004127	Ecol_mipA	36	36	91.70833333333333	93.0	97.73333333333333	102.5	118.0
ERR1713354	ARO:3004128	Smar_Omp1	76	76	86.21842105263158	85.7	86.31842105263158	91.1	105.0
ERR1713354	ARO:3004142	OprZ	2	2	80.6	80.6	56.599999999999994	56.599999999999994	57.4
ERR1713354	ARO:3004143	AxyX	2	2	89.65	89.65	66.65	66.65	88.6
ERR1713354	ARO:3004144	AxyY	93	93	82.74193548387096	82.0	76.2279569892473	75.9	86.7
ERR1713354	ARO:3004146	cfrC	19	19	93.97368421052632	95.8	98.15263157894738	99.8	107.0
ERR1713354	ARO:3004153	Mtub_thyA_PAS	365	365	83.90739726027398	83.7	88.15506849315068	90.9	101.0
ERR1713354	ARO:3004157	Mtub_folC_PAS	3	3	83.5	82.9	81.16666666666667	86.3	86.7
ERR1713354	ARO:3004239	NPS-1	8	8	97.2	100.0	91.9375	97.25	106.0
ERR1713354	ARO:3004253	vanU_in_vanG_cl	7	7	83.10000000000001	81.8	61.74285714285714	72.8	84.0
ERR1713354	ARO:3004254	vanV_in_vanB_cl	4	4	86.925	86.6	57.574999999999996	59.849999999999994	68.6
ERR1713354	ARO:3004290	Ecol_ampC_BLA	23	23	98.8695652173913	100.0	103.80434782608695	106.0	112.0
ERR1713354	ARO:3004291	Rsph_ampC_BLA	1	1	87.8	87.8	93.6	93.6	93.6
ERR1713354	ARO:3004352	PDC-89	2	2	88.9	88.9	38.1	38.1	38.5
ERR1713354	ARO:3004359	ACI-1	3	3	99.0	100.0	65.86666666666666	63.2	82.8
ERR1713354	ARO:3004361	sul4	1	1	89.5	89.5	38.5	38.5	38.5
ERR1713354	ARO:3004441	tet(59)	1	1	84.0	84.0	85.9	85.9	85.9
ERR1713354	ARO:3004442	tet(W/N/W)	29	29	93.97241379310344	98.0	96.65172413793104	100.0	105.0
ERR1713354	ARO:3004446	Hinf_PBP3_BLA	5	5	86.44	88.0	87.64	94.0	95.5
ERR1713354	ARO:3004451	Afab_ACT_CHL	9	9	92.14444444444445	92.0	86.08888888888889	91.7	108.0
ERR1713354	ARO:3004454	Ccol_ACT_CHL	8	8	97.225	96.0	94.0125	99.19999999999999	111.0
ERR1713354	ARO:3004463	EBR-2	2	2	93.4	93.4	92.95	92.95	110.0
ERR1713354	ARO:3004470	poxtA	1	1	81.3	81.3	53.9	53.9	53.9
ERR1713354	ARO:3004480	Bado_rpoB_RIF	627	627	88.11259968102073	86.7	84.9177033492823	93.6	112.0
ERR1713354	ARO:3004503	MCR-3.6	8	8	100.0	100.0	99.825	101.2	108.0
ERR1713354	ARO:3004504	MCR-3.10	2	2	95.0	95.0	105.0	105.0	107.0
ERR1713354	ARO:3004517	MCR-7.1	3	3	84.56666666666666	85.7	55.96666666666667	45.8	80.9
ERR1713354	ARO:3004547	dfrA6	2	2	95.95	95.95	97.25	97.25	99.0
ERR1713354	ARO:3004549	dfrB5	1	1	96.0	96.0	102.0	102.0	102.0
ERR1713354	ARO:3004555	dfrA32	1	1	91.7	91.7	98.2	98.2	98.2
ERR1713354	ARO:3004561	Cdif_murG_VAN	13	13	81.83846153846154	81.8	70.78461538461539	72.4	81.3
ERR1713354	ARO:3004562	Cdif_gyrB_FLO	532	532	83.61936090225564	82.0	81.71541353383458	84.0	98.6
ERR1713354	ARO:3004563	Cdif_rpoB_RIF	1913	1913	86.55635128071091	86.0	89.53319393622583	90.1	110.0
ERR1713354	ARO:3004569	ICR-Mo	74	74	94.94864864864864	96.0	90.84324324324324	97.4	112.0
ERR1713354	ARO:3004573	Abau_AbaF	93	93	90.02903225806452	89.8	89.98064516129033	93.6	103.0
ERR1713354	ARO:3004574	Abau_AbaQ	2	2	81.65	81.65	79.5	79.5	79.7
ERR1713354	ARO:3004577	Abau_AmvA	3	3	80.53333333333333	80.0	64.56666666666668	68.9	80.9
ERR1713354	ARO:3004578	Abau_AbuO	67	67	84.64477611940298	85.4	77.85970149253733	78.2	86.3
ERR1713354	ARO:3004580	Kpne_KpnE	28	28	90.39285714285714	89.8	76.41428571428571	80.5	94.0
ERR1713354	ARO:3004583	Kpne_KpnF	46	46	89.65869565217392	89.8	78.69565217391305	85.9	102.0
ERR1713354	ARO:3004588	Kpne_KpnG	102	102	90.40196078431373	89.9	86.99705882352941	90.1	104.0
ERR1713354	ARO:3004597	Kpne_KpnH	5	5	86.3	87.0	73.47999999999999	83.6	93.2
ERR1713354	ARO:3004600	LnuH	302	302	86.28443708609272	84.0	82.91390728476821	87.0	107.0
ERR1713354	ARO:3004608	EreD	312	312	97.70673076923077	98.0	96.51346153846154	100.0	112.0
ERR1713354	ARO:3004626	Erm(49)	1	1	88.2	88.2	59.7	59.7	59.7
ERR1713354	ARO:3004629	AAC(6')-Im	3	3	93.86666666666667	100.0	79.56666666666666	90.1	107.0
ERR1713354	ARO:3004631	Mgen_gyrA_FLO	3	3	81.16666666666667	81.4	79.46666666666665	75.1	93.2
ERR1713354	ARO:3004645	dfrI	5	5	81.91999999999999	82.6	49.04	50.4	55.8
ERR1713354	ARO:3004647	AQU-2	1	1	80.9	80.9	79.0	79.0	79.0
ERR1713354	ARO:3004659	Mef(En2)	18	18	99.0	100.0	91.15	95.69999999999999	110.0
ERR1713354	ARO:3004662	MCR-3.3	7	7	98.94285714285715	100.0	103.21428571428571	107.0	114.0
ERR1713354	ARO:3004668	QnrAS	11	11	84.4090909090909	84.0	94.15454545454546	93.6	101.0
ERR1713354	ARO:3004675	aphA15	1	1	100.0	100.0	101.0	101.0	101.0
ERR1713354	ARO:3004681	Cdif_rpoC_VAN	3188	3188	86.914617314931	86.0	85.53983688833124	88.2	115.0
ERR1713354	ARO:3004682	aadA27	82	82	98.96951219512195	100.0	91.45365853658537	97.65	110.0
ERR1713354	ARO:3004683	aadS	156	156	96.61858974358974	100.0	96.23974358974358	102.0	112.0
ERR1713354	ARO:3004684	MCR-9.1	9	9	93.03333333333333	98.0	96.04444444444444	100.0	110.0
ERR1713354	ARO:3004691	MCR-3.4	1	1	100.0	100.0	113.0	113.0	113.0
ERR1713354	ARO:3004692	aadA10	68	68	98.8970588235294	100.0	96.01176470588236	100.5	111.0
ERR1713354	ARO:3004694	MCR-4.2	2	2	100.0	100.0	102.5	102.5	103.0
ERR1713354	ARO:3004698	MCR-5.2	15	15	92.4	98.0	85.11333333333333	94.4	107.0
ERR1713354	ARO:3004720	tet(X4)	119	119	99.44873949579832	100.0	92.00420168067227	102.0	110.0
ERR1713354	ARO:3004721	Mtub_rpsA_PZA	83	83	86.79397590361445	87.5	86.25060240963856	85.1	99.8
ERR1713354	ARO:3004751	BES-1	4	4	90.4	90.0	89.9	89.35	100.0
ERR1713354	ARO:3004757	BKC-1	6	6	89.16666666666667	88.9	82.88333333333334	85.35	94.7
ERR1713354	ARO:3004770	CIA-3	1	1	82.0	82.0	88.6	88.6	88.6
ERR1713354	ARO:3004775	CME-1	2	2	81.65	81.65	93.0	93.0	93.2
ERR1713354	ARO:3004780	DES-1	2	2	86.0	86.0	92.8	92.8	93.6
ERR1713354	ARO:3004784	FAR-1	1	1	80.0	80.0	84.0	84.0	84.0
ERR1713354	ARO:3004789	FONA-2	5	5	98.22	100.0	96.84	96.7	104.0
ERR1713354	ARO:3004793	FONA-6	2	2	97.6	97.6	87.65	87.65	96.7
ERR1713354	ARO:3004832	Ngon_PBP2_BLA	39	39	86.63846153846154	87.8	90.26410256410257	90.1	97.8
ERR1713354	ARO:3004833	Ngon_PBP1_BLA	358	358	85.28351955307262	84.0	87.52067039106146	87.4	108.0
ERR1713354	ARO:3004835	Ngon_pilQ_BLA	70	70	89.11285714285714	89.69999999999999	89.11428571428571	90.9	98.2
ERR1713354	ARO:3004859	Ngon_gyrB_ZOL	1865	1865	86.61554959785522	85.4	84.30246648793566	87.4	106.0
ERR1713354	ARO:3004860	Bdol_gyrA_FLO	2642	2642	86.0657077971234	84.0	87.39481453444361	89.4	112.0
ERR1713354	ARO:3004873	Ngon_folP_SLF	45	45	88.38666666666667	89.8	72.80888888888889	81.3	85.1
ERR1713354	ARO:3004921	Mtub_ahpC_INH	3	3	82.66666666666667	82.0	93.83333333333333	93.2	95.5
ERR1713354	ARO:3004922	Mtub_fabG1_INH	3	3	85.60000000000001	84.0	85.23333333333333	88.2	90.1
ERR1713354	ARO:3004923	Mtub_furA_INH	1	1	82.4	82.4	60.5	60.5	60.5
ERR1713354	ARO:3004925	Mtub_mshA_INH	1	1	83.3	83.3	76.6	76.6	76.6
ERR1713354	ARO:3004931	Mtub_nudC_INH	1	1	80.0	80.0	54.7	54.7	54.7
ERR1713354	ARO:3004941	Mtub_ddlA_DCS	11	11	86.10909090909091	85.7	60.63636363636363	59.3	88.2
ERR1713354	ARO:3004945	Mtub_ald_DCS	6	6	84.60000000000001	85.0	84.65	85.5	87.4
ERR1713354	ARO:3004950	Mtub_ubiA_EMB	1	1	82.4	82.4	87.4	87.4	87.4
ERR1713354	ARO:3004955	Mtub_Rv0565_ETO	5	5	85.67999999999999	81.6	52.54	47.0	89.4
ERR1713354	ARO:3004956	Ngon_rpld	333	333	86.96606606606606	86.0	84.96276276276276	88.6	103.0
ERR1713354	ARO:3004957	Mtub_clpC1_PZA	723	723	83.03637621023513	82.0	79.64273858921162	83.2	98.6
ERR1713354	ARO:3004960	Mtub_ponA1_RFB	11	11	85.13636363636364	87.5	88.0909090909091	90.1	90.9
ERR1713354	ARO:3004975	Mtub_ppsC_PZA	1	1	80.8	80.8	48.5	48.5	48.5
ERR1713354	ARO:3004977	Mtub_gpsI_PZA	96	96	85.94895833333334	85.25	82.99583333333334	83.0	102.0
ERR1713354	ARO:3004978	Mtub_mas_PZA	2	2	82.85	82.85	83.15	83.15	84.3
ERR1713354	ARO:3004987	Mtub_Rv2731_PZA	4	4	80.5	80.0	85.225	84.0	89.7
ERR1713354	ARO:3004993	Mtub_Rv3169_PZA	2	2	83.65	83.65	94.35	94.35	96.7
ERR1713354	ARO:3004994	Mtub_rpoC_RIF	1675	1675	86.356	85.7	87.4265671641791	89.0	116.0
ERR1713354	ARO:3004999	Mtub_rpoA_RIF	83	83	83.21686746987952	82.0	82.80602409638554	84.7	103.0
ERR1713354	ARO:3005004	Ngon_mtrC_AZM	16	16	87.175	88.0	55.81875	54.7	77.0
ERR1713354	ARO:3005006	tet(57)	1	1	81.6	81.6	90.1	90.1	90.1
ERR1713354	ARO:3005009	qacE	42	42	96.83809523809524	100.0	66.92619047619048	71.6	92.4
ERR1713354	ARO:3005010	qacEdelta1	38	38	95.91315789473684	100.0	89.3578947368421	89.75	100.0
ERR1713354	ARO:3005023	cfrE	7	7	100.0	100.0	100.57142857142857	103.0	105.0
ERR1713354	ARO:3005040	YajC	9	9	88.78888888888889	88.0	84.5	88.6	102.0
ERR1713354	ARO:3005041	mlaF	163	163	90.09386503067485	90.0	87.36134969325153	89.7	106.0
ERR1713354	ARO:3005042	mlaD	93	93	90.32688172043011	90.0	85.15376344086022	89.4	103.0
ERR1713354	ARO:3005043	cmlA9	10	10	97.31	100.0	90.34	94.15	97.1
ERR1713354	ARO:3005044	OmpA	120	120	88.7125	88.0	84.5475	88.2	108.0
ERR1713354	ARO:3005047	eptB	237	237	89.07848101265822	87.8	92.28860759493672	93.6	113.0
ERR1713354	ARO:3005051	LpsB	31	31	84.84193548387097	84.0	88.58064516129032	92.4	97.8
ERR1713354	ARO:3005053	ArnT	115	115	89.79304347826087	89.8	93.18173913043478	94.4	114.0
ERR1713354	ARO:3005056	tet(X6)	2	2	95.0	95.0	98.25	98.25	99.8
ERR1713354	ARO:3005059	LptD	278	278	88.56618705035972	88.0	91.53381294964029	94.0	112.0
ERR1713354	ARO:3005068	ParR	2	2	85.94999999999999	85.94999999999999	64.1	64.1	84.3
ERR1713354	ARO:3005069	rsmA	141	141	89.64539007092199	90.2	68.5	68.9	93.6
ERR1713354	ARO:3005089	mef(D)	1	1	84.3	84.3	89.7	89.7	89.7
ERR1713354	ARO:3005090	RanB	143	143	85.56363636363636	84.8	83.32447552447552	83.2	99.0
ERR1713354	ARO:3005091	RanA	177	177	84.68022598870056	83.7	85.4141242937853	87.0	102.0
ERR1713354	ARO:3005098	qacL	270	270	96.29037037037038	98.0	82.25222222222222	89.0	100.0
ERR1713354	ARO:3005099	Spyo_ErmA_MLSb	2	2	91.0	91.0	92.05	92.05	94.0
ERR1713354	ARO:3005111	blaS1	1	1	81.3	81.3	87.8	87.8	87.8
ERR1713354	ARO:3005121	lsaD	4	4	81.275	80.9	79.85	82.25	86.3
ERR1713354	ARO:3005150	PAC-1	1	1	94.0	94.0	103.0	103.0	103.0
ERR1713354	ARO:3005158	OXA-668	2	2	89.8	89.8	93.6	93.6	93.6
ERR1713354	ARO:3005166	tet(X1)	6	6	99.33333333333333	100.0	104.86666666666667	107.0	108.0
ERR1713354	ARO:3005198	CMY-157	1	1	91.8	91.8	92.8	92.8	92.8
ERR1713354	ARO:3005314	OXA-540	1	1	100.0	100.0	88.6	88.6	88.6
ERR1713354	ARO:3005315	OXA-779	1	1	100.0	100.0	108.0	108.0	108.0
ERR1713354	ARO:3005333	OXA-641	2	2	92.7	92.7	80.15	80.15	84.0
ERR1713354	ARO:3005725	OXA-491	1	1	81.0	81.0	74.3	74.3	74.3
ERR1713354	ARO:3005729	OXA-498	12	12	99.83333333333333	100.0	88.78333333333335	95.1	107.0
ERR1713354	ARO:3005734	OXA-504	1	1	98.0	98.0	106.0	106.0	106.0
ERR1713354	ARO:3005772	OXA-548	1	1	91.3	91.3	84.3	84.3	84.3
ERR1713354	ARO:3005775	OXA-551	3	3	80.66666666666667	80.0	50.06666666666666	38.9	72.4
ERR1713354	ARO:3005792	OXA-568	1	1	81.6	81.6	87.0	87.0	87.0
ERR1713354	ARO:3005863	OXA-643	5	5	98.78	98.0	95.5	96.3	107.0
ERR1713354	ARO:3005865	OXA-645	10	10	97.96000000000001	100.0	65.51	66.05	89.4
ERR1713354	ARO:3005866	OXA-650	12	12	98.72500000000001	100.0	95.325	98.35	112.0
ERR1713354	ARO:3005868	OXA-652	1	1	98.0	98.0	99.8	99.8	99.8
ERR1713354	ARO:3005878	OXA-666	3	3	81.5	80.5	69.96666666666667	72.4	91.3
ERR1713354	ARO:3005879	OXA-667	1	1	83.7	83.7	88.6	88.6	88.6
ERR1713354	ARO:3005880	OXA-669	1	1	81.6	81.6	83.2	83.2	83.2
ERR1713354	ARO:3005933	OXA-728	1	1	85.7	85.7	88.6	88.6	88.6
ERR1713354	ARO:3005937	OXA-732	1	1	100.0	100.0	92.4	92.4	92.4
ERR1713354	ARO:3006113	OXA-928	75	75	99.50533333333333	100.0	91.104	99.4	107.0
ERR1713354	ARO:3006211	VEB-14	9	9	99.35555555555555	100.0	94.19999999999999	105.0	108.0
ERR1713354	ARO:3006226	CepA-49	1	1	98.0	98.0	102.0	102.0	102.0
ERR1713354	ARO:3006228	ACC-1a	1	1	93.9	93.9	60.5	60.5	60.5
ERR1713354	ARO:3006252	ACT-57	1	1	98.0	98.0	101.0	101.0	101.0
ERR1713354	ARO:3006261	ACT-66	1	1	88.0	88.0	98.2	98.2	98.2
ERR1713354	ARO:3006279	ACT-87	1	1	90.0	90.0	99.0	99.0	99.0
ERR1713354	ARO:3006330	ADC-156	1	1	97.0	97.0	70.1	70.1	70.1
ERR1713354	ARO:3006338	ADC-166	2	2	84.5	84.5	41.6	41.6	43.5
ERR1713354	ARO:3006392	ADC-223	1	1	91.8	91.8	91.7	91.7	91.7
ERR1713354	ARO:3006461	CMY-169	7	7	97.42857142857143	100.0	98.2	103.0	108.0
ERR1713354	ARO:3006471	FOX-13	1	1	95.9	95.9	94.4	94.4	94.4
ERR1713354	ARO:3006473	FOX-15	4	4	95.725	100.0	83.475	88.4	109.0
ERR1713354	ARO:3006478	MOX-13	3	3	100.0	100.0	92.06666666666666	101.0	102.0
ERR1713354	ARO:3006874	EC-13	8	8	98.825	100.0	100.975	104.5	109.0
ERR1713354	ARO:3006878	EC-18	2	2	98.0	98.0	98.6	98.6	99.4
ERR1713354	ARO:3006879	EC-19	10	10	99.6	100.0	105.6	106.5	108.0
ERR1713354	ARO:3006881	EC-8	3	3	98.76666666666667	100.0	67.43333333333334	55.5	97.1
ERR1713354	ARO:3006899	AXC-3	1	1	80.0	80.0	83.2	83.2	83.2
ERR1713354	ARO:3006903	CAR-1	3	3	82.0	82.0	96.40000000000002	95.9	97.4
ERR1713354	ARO:3006927	KLUC-1	8	8	98.75	99.0	82.725	96.1	102.0
ERR1713354	ARO:3006943	LUT-1	3	3	83.3	83.3	87.0	87.0	87.0
ERR1713354	ARO:3006957	ORN-1	12	12	99.66666666666667	100.0	95.8	99.0	102.0
ERR1713354	ARO:3006964	PAU-1	8	8	94.1125	96.55000000000001	93.8	95.7	105.0
ERR1713354	ARO:3006986	SFO-1	1	1	98.0	98.0	94.7	94.7	94.7
ERR1713354	ARO:3007001	TER-1	1	1	94.3	94.3	70.5	70.5	70.5
ERR1713354	ARO:3007007	TER-2	1	1	98.0	98.0	102.0	102.0	102.0
ERR1713354	ARO:3007011	mdeA	1	1	93.9	93.9	87.8	87.8	87.8
ERR1713354	ARO:3007027	salC	1	1	80.0	80.0	43.9	43.9	43.9
ERR1713354	ARO:3007028	salD	1	1	80.0	80.0	42.7	42.7	42.7
ERR1713354	ARO:3007042	msr(G)	26	26	88.44615384615385	87.1	87.83846153846154	87.4	102.0
ERR1713354	ARO:3007043	msr(I)	724	724	98.73522099447514	100.0	87.62817679558012	99.4	108.0
ERR1713354	ARO:3007044	mef(F)	14	14	86.5	84.85	69.90714285714286	70.7	90.5
ERR1713354	ARO:3007049	mef(J)	1546	1546	99.01099611901682	100.0	89.73673997412678	92.4	107.0
ERR1713354	ARO:3007050	mreA	6	6	82.28333333333333	82.44999999999999	63.9	63.900000000000006	90.5
ERR1713354	ARO:3007051	Hpyl_rpoB_RIF	1695	1695	85.78253687315635	85.7	86.52755162241888	88.2	107.0
ERR1713354	ARO:3007052	Hpyl_gyrA_FLO	104	104	85.97115384615384	85.7	88.55576923076923	89.7	102.0
ERR1713354	ARO:3007053	Hpyl_gyrB_FLO	198	198	83.87171717171717	83.7	82.64646464646465	84.0	95.5
ERR1713354	ARO:3007060	Hpyl_pbp1_AMX	4	4	80.4	80.0	83.075	83.0	84.7
ERR1713354	ARO:3007073	Bsub_rpoB_RIF	1173	1173	88.06658141517477	87.8	93.03606138107418	93.2	109.0
ERR1713354	ARO:3007085	PRC-1	2	2	93.0	93.0	95.75	95.75	97.1
ERR1713354	ARO:3007107	nimE	2	2	100.0	100.0	58.15	58.15	75.5
ERR1713354	ARO:3007119	tet(O/32/O)	11	11	96.71818181818183	96.0	96.57272727272726	96.3	99.8
ERR1713354	ARO:3007120	tet(O/M/O)	22	22	98.17272727272729	99.0	98.42727272727274	98.8	109.0
ERR1713354	ARO:3007121	tet(O/W)	33	33	98.33939393939393	100.0	99.42121212121212	99.4	107.0
ERR1713354	ARO:3007122	tet(O/W/32/O)	24	24	97.90833333333335	100.0	94.925	97.4	105.0
